correo_usuario,puntos,reserva_id,tipo_seguro,valor_seguro,clausula,empresa_seguro,estrellas,descripcion
Liliacolunga414@tourket.com,8630,79149,Seguro por Demoras en el Viaje,96000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",BICE Vida Compañía de Seguros S.A.,5,Sin duda volveré
,,79151,,,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",,1,No vuelvo más
argabe875@marmol.com,-20144,79163,,,,,3,Podría mejorar
roalal895@marmol.com,7910,79175,,53000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Renta Nacional Compañía de Seguros Generales S.A.,76,Hubo varios problemas
roalal895@marmol.com,7910,,,,,,1,
Carolinaborrego238@marmol.com,31265,79180,,41000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Vida Cámara S.A.,5,Excelente
saurar414@tourket.com,10247,79183,,,,,5,Sin duda volveré
sressoga952@tourket.com,11096,79190,,,,,,
,5466,79191,Seguro de Equipaje y Efectos Personales,93000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Vida Cámara S.A.,,
Cristinalaboy646@outluc.com,,79192,,,,,,
Cristinalaboy646@outluc.com,19753,79194,,,,,,
amlapo725@marmol.com,3515,79201,Seguro de Interrupción del Viaje,,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",HDI Seguros S.A.,5,Muy satisfecho
Anaarmas466@edubus.cal,18703,79202,Seguro de Responsabilidad Civil,28000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",BICE Vida Compañía de Seguros S.A.,5,
Anaarmas466@edubus.cal,18703,79204,Seguro de Cancelación de Viaje,75000,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",Vida Cámara S.A.,,Excelente
Anaarmas466@edubus.cal,18703,79207,,,,,83,Regular
Rosalianegrete921@marmol.com,11577,79214,Seguro por Demoras en el Viaje,16000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",MetLife Chile Seguros de Vida S.A.,1,No vuelvo más
Rosalianegrete921@marmol.com,11577,79216,Seguro de Interrupción del Viaje,66000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Seguros Generales Suramericana S.A.,5,Superó mis expectativas
jucohu324@viajesanma.com,13447,79225,Seguro de Equipaje y Efectos Personales,39000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",Renta Nacional Compañía de Seguros Generales S.A.,5,Excelente
jucohu324@viajesanma.com,-13447,79226,Seguro de Cancelación de Viaje,31000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",Confuturo S.A.,1,Pésimo
jucohu324@viajesanma.com,13447,79227,,,,,4,Me atendieron bien
jucohu324@viajesanma.com,13447,79228,Seguro de Responsabilidad Civil,15000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",,2,Regular
jucohu324@viajesanma.com,13447,79232,Seguro de Interrupción del Viaje,82000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",HDI Seguros S.A.,5,Excelente
jucohu324@viajesanma.com,13447,,,,,,2,No me convenció del todo
juan5231635@marmol.com,19186,79238,Seguro por Demoras en el Viaje,47000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.,,
juan5231635@marmol.com,,79239,Seguro de Interrupción del Viaje,82000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Confuturo S.A.,2,Regular
luvare678@marmol.com,12964,79245,Seguro de Responsabilidad Civil,56000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",HDI Seguros S.A.,1,Pésimo
luvare678@marmol.com,12964,79246,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
luvare678@marmol.com,12964,,Seguro de Responsabilidad Civil,75000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Consorcio Nacional de Seguros Vida S.A.,1,Pésimo
luvare678@marmol.com,,79250,Seguro de Cancelación de Viaje,58000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",,,Muy insatisfecho
alvihi145@tourket.com,2571,79255,Seguro de Equipaje y Efectos Personales,11000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",Seguros Generales Suramericana S.A.,,
sta.3720254@tourket.com,19104,79257,Seguro por Demoras en el Viaje,47000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Vida Cámara S.A.,4,Bueno
stdétepi368@edubus.cal,11362,79275,Seguro por Demoras en el Viaje,11000,,Consorcio Nacional de Seguros Vida S.A.,3,"Cumplió con mis expectativas, pero sin destacar"
Sta.arenas800@tourket.com,29996,79278,,,,,,
Sta.arenas800@tourket.com,29996,79284,Seguro por Demoras en el Viaje,11000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Vida Cámara S.A.,,Excelente
Sta.botello773@outluc.com,13691,79291,,,,,2,No me convenció del todo
Sta.botello773@outluc.com,13691,79292,Seguro de Equipaje y Efectos Personales,46000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",Vida Cámara S.A.,3,
felipe8077959@edubus.cal,13277,79298,Seguro de Interrupción del Viaje,94000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Renta Nacional Compañía de Seguros Generales S.A.,2,Regular
sedegu570@edubus.cal,4020,79301,Seguro de Equipaje y Efectos Personales,91000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Liberty Compañía de Seguros Generales S.A.,4,Me atendieron bien
Franciscarivera438@wass.com,,79305,,,,,1,Pésimo
marilu2791390@marmol.com,24862,79314,,,,,4,Bueno
racová412@tourket.com,22873,79317,Seguro de Equipaje y Efectos Personales,,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",HDI Seguros S.A.,5,Superó mis expectativas
carlos7811963@marmol.com,10753,79322,,,,,,
Gabrielmatos922@marmol.com,-6277,79324,Seguro de Interrupción del Viaje,45000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",MetLife Chile Seguros de Vida S.A.,3,Aceptable
Gabrielmatos922@marmol.com,6277,79327,,27000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Vida Cámara S.A.,,
Gabrielmatos922@marmol.com,6277,79329,,,,,2,Regular
camaro709@wass.com,1176,79332,,,,,5,Excelente
coorse769@tourket.com,17190,79339,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
Leonorroldán484@wass.com,12044,79345,Seguro de Cancelación de Viaje,50000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",MAPFRE Compañía de Seguros Generales de Chile S.A.,,
Leonorroldán484@wass.com,12044,79353,,,,,1,No vuelvo más
edcapa606@marmol.com,16718,79360,,,,,,
Rosaliaespinal416@outluc.com,,79389,,,,,4,"Satisfecho, pero hay detalles por mejorar"
Andreaguardado378@tourket.com,10126,79393,Seguro de Interrupción del Viaje,52000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",HDI Seguros S.A.,5,Servicio de primera
Andreaguardado378@tourket.com,10126,79398,,,,,1,Malo
Rafaelvarela101@wass.com,36,79401,,58000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Renta Nacional Compañía de Seguros Generales S.A.,3,Podría mejorar
alejandra4698273@wass.com,-14528,79402,Seguro de Interrupción del Viaje,9000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Seguros Generales Suramericana S.A.,,
Benitomedrano445@edubus.cal,3266,79409,,,,,5,Sin duda volveré
,3266,79410,,,,,4,Bueno
srsomete239@tourket.com,4102,79413,Seguro por Demoras en el Viaje,80000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",,5,Sin duda volveré
srsomete239@tourket.com,4102,79418,Seguro por Demoras en el Viaje,64000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",HDI Seguros S.A.,4,Me atendieron bien
luisa3743655@tourket.com,19466,79423,,,,,,
luisa3743655@tourket.com,19466,79426,,,,,5,Superó mis expectativas
luisa1444805@edubus.cal,13463,79427,,,,,4,Buena experiencia en general
luisa1444805@edubus.cal,13463,79429,Seguro de Asistencia Médica,44000,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",Consorcio Nacional de Seguros Vida S.A.,2,No lo recomendaría
,22288,79433,,,,,2,Hubo varios problemas
raacsa929@edubus.cal,6924,79436,Seguro de Asistencia Médica,71000,,MAPFRE Compañía de Seguros Generales de Chile S.A.,,
raacsa929@edubus.cal,6924,79438,,,,,,
Andreaguardado378@tourket.com,10126,79447,,,,,4,
lomodo833@outluc.com,5310,79449,,57000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",MAPFRE Compañía de Seguros Generales de Chile S.A.,2,No me convenció del todo
lomodo833@outluc.com,5310,79451,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
lomodo833@outluc.com,5310,79453,,,,,82,Muy satisfecho
,5310,79455,,,,,3,Aceptable
adela6840459@wass.com,-13137,79457,,,,,3,Podría mejorar
adela6840459@wass.com,13137,79459,Seguro de Equipaje y Efectos Personales,19000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",Vida Cámara S.A.,,
damebo681@outluc.com,10432,79462,Seguro de Interrupción del Viaje,5000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,1,Muy insatisfecho
damebo681@outluc.com,10432,79466,,,,,,
Franciscosantiago432@outluc.com,-16487,79468,,,,,1,Muy insatisfecho
Franciscosantiago432@outluc.com,16487,79469,Seguro de Equipaje y Efectos Personales,95000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Liberty Compañía de Seguros Generales S.A.,,
Franciscosantiago432@outluc.com,-16487,,,,,,,
Franciscosantiago432@outluc.com,16487,79474,,19000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Consorcio Nacional de Seguros Vida S.A.,,
rasose625@viajesanma.com,6680,79480,Seguro por Demoras en el Viaje,76000,,MetLife Chile Seguros de Vida S.A.,,
rasose625@viajesanma.com,6680,79483,Seguro de Asistencia Médica,70000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",BICE Vida Compañía de Seguros S.A.,3,Servicio regular
rasose625@viajesanma.com,6680,79485,Seguro de Cancelación de Viaje,34000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",Confuturo S.A.,86,"Cumplió con mis expectativas, pero sin destacar"
rasose625@viajesanma.com,,79487,,,,,3,Podría mejorar
Ángelamatías661@outluc.com,15136,79489,Seguro por Demoras en el Viaje,92000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Consorcio Nacional de Seguros Vida S.A.,8,Sin duda volveré
Ángelamatías661@outluc.com,15136,79490,Seguro por Demoras en el Viaje,60000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Seguros Generales Suramericana S.A.,3,Podría mejorar
mateo1615222@outluc.com,1713,79497,Seguro de Responsabilidad Civil,28000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",,4,Me atendieron bien
claudia2190479@outluc.com,,79510,,18000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Consorcio Nacional de Seguros Vida S.A.,,
caures757@viajesanma.com,,79517,,,,,4,"Satisfecho, pero hay detalles por mejorar"
caures757@viajesanma.com,-10517,,,,,,8,"Cumplió con mis expectativas, pero sin destacar"
caures757@viajesanma.com,10517,79523,Seguro de Equipaje y Efectos Personales,22000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",MAPFRE Compañía de Seguros Generales de Chile S.A.,3,Podría mejorar
esperanza714944@viajesanma.com,7874,79528,,44000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",HDI Seguros S.A.,2,Regular
sta.9270840@edubus.cal,19944,79531,Seguro de Cancelación de Viaje,95000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Liberty Compañía de Seguros Generales S.A.,5,Servicio de primera
sta.9270840@edubus.cal,19944,79533,,,,,2,No lo recomendaría
sta.9270840@edubus.cal,19944,79534,Seguro de Asistencia Médica,60000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",MetLife Chile Seguros de Vida S.A.,5,Sin duda volveré
sta.9270840@edubus.cal,19944,79536,Seguro de Responsabilidad Civil,25000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",MetLife Chile Seguros de Vida S.A.,4,"Satisfecho, pero hay detalles por mejorar"
sta.9270840@edubus.cal,,79539,Seguro de Interrupción del Viaje,32000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Consorcio Nacional de Seguros Vida S.A.,1,Muy insatisfecho
sta.9270840@edubus.cal,19944,79540,,,,,5,Servicio de primera
sta.9270840@edubus.cal,,79543,Seguro de Responsabilidad Civil,21000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",HDI Seguros S.A.,,Pésimo
coongu568@marmol.com,18037,79561,Seguro de Asistencia Médica,36000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",Vida Cámara S.A.,4,Me atendieron bien
,18037,,Seguro de Asistencia Médica,67000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",,4,Buena experiencia en general
coongu568@marmol.com,18037,79570,,,,,5,Muy satisfecho
coongu568@marmol.com,18037,79571,Seguro de Interrupción del Viaje,30000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",MAPFRE Compañía de Seguros Generales de Chile S.A.,2,Hubo varios problemas
coongu568@marmol.com,18037,79574,,,,,,
marco742783@edubus.cal,18538,79577,,,,,,
ana570903@edubus.cal,9092,79590,,,,,72,Malo
ana570903@edubus.cal,9092,79591,Seguro por Demoras en el Viaje,9000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",HDI Seguros S.A.,,
,8885,79594,Seguro de Asistencia Médica,45000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",BICE Vida Compañía de Seguros S.A.,,
Hernánespino970@edubus.cal,1724,79603,,,,,,
diquec564@outluc.com,23048,79608,Seguro de Responsabilidad Civil,13000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Confuturo S.A.,4,
diquec564@outluc.com,23048,79609,,,,,,
diquec564@outluc.com,23048,79611,Seguro de Equipaje y Efectos Personales,31000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",BICE Vida Compañía de Seguros S.A.,,
