nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
"Adriana Ávalos Vargas",18844900,0,adriana2375@viajes.cl,adávva,7n3E1Sp1ppN,"+56 9 5019 9433",Nocturno,Colmena,"Full time",536419,64660,2026-08-02,202000,2,"No disponible",42056,"Santa Lucía de Tirajana",Gecho,2026-11-21,2026-11-23,57,2927,101000,"CD (República Checa)",,"{Wifi,""Asientos reclinables"",""Aire acondicionado"",Comida,Baño,TV}",{},,"{Sevilla,""Jerez de la Frontera""}"
"Bernardo Chávez Urbina",20922571,9,bernardo8297@viajes.cl,Bernardourbina,zdLE46gNOa6,+56-2-3935-6248,Nocturno,"Más vida","Full time",536425,64660,2026-03-18,70000,2,"No disponible",27791,Gecho,PONFERRADA!!!,2026-11-28,2026-11-28,49,660,35000,Trenitalia,,{},{},,"{Badajoz,Segovia,Ávila}"
"Gregorio Zayas Delgadillo",9.796.934,5,Gregoriodelgadillo@viajes.cl,Gregoriodelgadillo,B25hbxPo1y,+56-2-5949-0152,Diurno,Consalud,"Part time",536429,63285,2025-03-16,153000,1,"No disponible",26353,Badalona,Pamplona,2025-09-17,2025-09-18,68,1783,153000,"DSB (Dinamarca)",,"{Comida,TV,""Aire acondicionado"",Wifi}",{},,{}
"Daniela Torres Arguello",2450302,0,Danielaarguello@viajes.cl,datoar,2f0o3AQrXUE,+56-2-7076-6229,Nocturno,Banmédica,"Part time",536430,63285,2025-06-27,95000,1,"No disponible",95904,Pamplona,Badalona,2025-09-18,2025-09-18,20,208,95000,"TGV (SNCF)",,{},{},,"{Salamanca,Gerona,Sevilla}"
"Teodoro Montero Alaniz",11334698,1,teodoro9248@viajes.cl,teodoro3531,J2y39rK9,"+56 9 6198 2689",Nocturno,Consalud,"Full time",536431,70427,2025-02-15,-1424000,8,"No disponible",34540,Coslada,TELDE!!!,2026-04-29,2026-04-30,40,1972,178000,"Estrella Roja",Cama,"{""Asientos reclinables"",TV,Wifi}",{},,{}
"Emilia Aragón Villagómez",26542261,6,EmiliavillagOImez@viajes.cl,emarvi,rX2c3sEqo6jhs,"+56 9 2375 2128",Diurno,Colmena,"Full time",536432,68082,2025-03-01,600000,5,"No disponible",38211,León,Parla,2025-07-23,2025-07-23,40,1266,120000,"Flecha Bus",Cama,"{Agua,""Aire acondicionado"",TV}",{},,{}
"Magdalena Verdugo Perea",1131881,9,Magdalenaperea@viajes.cl,Magdalenaperea,U9HJjdK5,"+56 2 7475 0400",Diurno,"Más vida","Part time",536435,68082,2025-03-02,800000,5,"No disponible",83122,Parla,Murcia,2025-07-25,2025-07-26,31,1532,160000,"Buses Nilahue",Cama,"{Calefacción,Baño,TV}",{},,{}
"Andrés Gastélum Vanegas",1073159,3,AndrOosvanegas@viajes.cl,Andrésvanegas,C4QUV57vOeYz,"+56 2 6607 2443",Nocturno,"Más vida","Full time",536442,66706,2025-05-27,549000,9,"No disponible",65287,"Sanlúcar de Barrameda","Chiclana de la Frontera",2025-11-04,2025-11-04,34,393,61000,"Crucero del Norte",Semi-cama,"{Comida,Baño,""Asientos reclinables""}",{},,{}
"Jerónimo Calvillo Olivares",16472735,1,jecaol@viajes.cl,jecaol,O68tlM4Nut1F,"+56 9 1454 0617",Diurno,Consalud,"Part time",536450,66706,2025-02-26,1548000,9,"No disponible",55346,"Chiclana de la Frontera",Alcorcón,2025-11-11,2025-11-12,34,1742,172000,Greyhound,Cama,"{Calefacción,TV,Comida}",{},,{}
"María Elena Bustos Vélez",5471366,5,MarOAavOolez@viajes.cl,maelbuvé,S6vnVSn9U,"+56 9 6610 6629",Nocturno,Fonasa,"Part time",536456,71293,2025-03-05,534000,3,"No disponible",56531,"Talavera de la Reina",Coslada,2026-01-05,2026-01-05,31,1005,178000,BoltBus,Cama,"{Comida,""Asientos reclinables"",Wifi}",{},,{}
"Patricio Arriaga Figueroa",26867040,8,paarfi@viajes.cl,patricio4327,nxxl8v1VEJIMY8c,+56-2-8195-6411,Diurno,Banmédica,"Part time",536457,65464,2025-01-05,2086000,7,"No disponible",46214,Ponferrada,Lugo,2025-04-02,2025-04-04,33,3503,298000,"ÖBB (Austria)",,"{Baño,Comida,TV,Calefacción,Agua,Wifi}",{},,"{Alcorcón,Gecho,Cuenta,Motril}"
"Federico Saldaña Fernández",8060785,7,federico4047@viajes.cl,Federicofernández,lp6w0QrJRM,"+56 9 1485 0560",Nocturno,Fonasa,"Part time",536460,72263,2025-03-14,340000,5,"No disponible",48876,Alcobendas,"Alcalá de Henares",2026-10-02,2026-10-02,71,647,68000,"Turkish Airlines",,{},{},"Clase económica",{}
"Sra. Hugo Olivera Soto",12443393,2,srhuolso@viajes.cl,srhuolso,yGCth3p2R5Cdr8aG,"+56 9 5609 7095",Nocturno,Colmena,"Part time",536461,65859,2025-06-14,-370000,10,"No disponible",61721,Cádiz,CARTAGENA!!!,2026-11-01,2026-11-01,35,236,37000,"Via Bariloche",Normal,"{Wifi,Baño,Comida}",{},,{}
"Gilberto Razo Loya",26.787.720,3,giralo@viajes.cl,giralo,jMN0K7325bcO2,"+56 9 9260 0083",Diurno,Colmena,"Part time",536462,65972,2025-12-24,2376000,9,"No disponible",74464,"Dos Hermanas",Ponferrada,2026-05-14,2026-05-15,21,2237,264000,"Alaska Airlines",,{},"{Mérida,Elche}","Clase ejecutiva",{}
"Horacio Jaime Viera",28630264,5,horacio7455@viajes.cl,Horacioviera,AQMTYx2gxw9Up,"+56 9 7632 4256",Diurno,"Más vida","Full time",536470,65972,2026-03-29,639000,9,"No disponible",52400,Ponferrada,Almería,2026-05-22,2026-05-22,8,358,71000,Qantas,,{},{},"Clase ejecutiva",{}
,27050787,5,Lourdesguerra@viajes.cl,,5J31H5AjaglP,,Diurno,Colmena,"Part time",536474,64386,2025-01-02,460000,4,"No disponible",49096,,Lorca,2025-06-28,2025-06-29,51,2511,115000,"CP (Portugal)",,"{TV,""Aire acondicionado"",Baño,""Asientos reclinables"",Agua}",{},,"{Linares,Gijón}"
"Gabriel Ochoa Centeno",23695644,0,gaocce@viajes.cl,gaocce,sPIOMIL82GxKUK7,"+56 9 4464 8883",Diurno,Consalud,"Full time",536476,64386,2025-01-25,1012000,4,"No disponible",30481,Lorca,"Cornellá de Llobregat",2025-06-30,2025-07-02,8,2911,253000,"VRZ (Croacia)",,"{""Aire acondicionado"",""Asientos reclinables"",Comida,TV,Wifi,Baño}",{},,"{""El Prat de LLobregat"",""Sanlúcar de Barrameda"",Alicante,Avilés}"
"Maricarmen Rivero Centeno",15.587.330,2,Maricarmencenteno@@viajes.cl,marice,Xjc3h83r95eQ,"+56 9 5021 7354",Nocturno,Colmena,"Part time",536477,64386,2025-06-03,472000,4,"No disponible",29980,"Cornellá de Llobregat",Benalmádena,2025-07-02,2025-07-02,44,790,118000,Renfe,,"{Agua,Baño,""Aire acondicionado""}",{},,"{""Sanlúcar de Barrameda"",Orihuela}"
"Sta. Rosalia Posada Negrete",23197236,6,Sta.negrete@viajes.cl,sta.6961,vxhDFXuPWz5fPI,+56-2-6322-7479,Diurno,Fonasa,"Full time",536478,62470,,75000,5,"No disponible",,Ceuta,"La Línea de la Concepción",2025/03/10,2025/03/10,60,,15000,"ZFBH (Bosnia y Herzegovina)",,{},{},,"{Irún,Bilbao,Murcia,Avilés}"
"Diego Cedillo Alva",28.327.360,1,Diegoalva@@viajes.cl,Diegoalva,ZUe0CSTMBWDVZrj2,,Diurno,Colmena,,536485,62035,,1719000,9,"No disponible",,alicante#,"HOSPITALET DE LLOBREGAT!!!",2026-05-16,2026-05-17,24,2633,191000,"Spirit Airlines",,{},{},"Clase ejecutiva",{}
"Sta. Adán Armenta Cruz",2592631,5,Sta.cruz@viajes.cl,sta.4744,6RsvsuV7,"+56 2 7583 7613",Nocturno,"Más vida","Full time",536492,63894,2025/04/13,95000,1,"No disponible",95847,Sagunto,Avilés,2025/09/18,2025/09/18,23,1304,95000,"Delta Air Lines",,{},{},"Clase económica",{}
"Sra. Julio Rodríguez Trejo",2546741,8,Sra.trejo@viajes.cl,sra.1030,yP7TRJ40Vfg0BY,"+56 2 0478 5010",Diurno,Colmena,"Part time",536493,70661,2026-07-03,1985000,5,"No disponible",26138,Cuenta,Bilbao,2026-09-11,2026-09-13,66,3719,397000,"Southwest Airlines",,{},"{Irún,León,""Alcalá de Guadaira""}","Primera clase",{}
"Agustín Padrón Valenzuela",13604894,5,agpava@viajes.ceele,Agustínvalenzuela,5MYEWpGny2,"+56 2 4675 1427",Nocturno,Colmena,"Part time",536501,,,1332000,4,"No disponible",25409,Pamplona,,2026/08/18,,94,,333000,"VR (Finlandia)",,"{TV,Agua,""Asientos reclinables"",Baño,Comida,Wifi,""Aire acondicionado""}",{},,"{""Molina de Segura""}"
"Sta. Maricarmen Cruz Vélez",20494174,2,Sta.vOolez@viajes.cl,sta.4005,dKmBRCM7aqfdH9J,"+56 9 7476 3580",Nocturno,"Más vida","Full time",536508,64148,2025-06-12,2160000,9,"No disponible",96439,Telde,Málaga,2026-10-11,2026-10-12,24,2642,240000,"American Airlines",,{},{Leganés},"Clase ejecutiva",{}
"Claudia Delrío Candelaria",290889,1,cldeca@viajes.cl,cldeca,2mqDz98sX,"+56 2 2933 8054",Nocturno,Consalud,"Part time",536509,64148,2025-08-23,1773000,9,"No disponible",71902,Málaga,ARRECIFE!!!,2026-10-12,2026-10-13,30,2024,197000,"British Airways",,{},"{Fuengirola,Sevilla}","Clase ejecutiva",{}
"Sr. Catalina Ceja Nieves",24525544,6,Sr.nieves@viajes.cl,sr.5847,PGVnMnruIF6u5,"+56 2 5752 1196",Diurno,Colmena,"Part time",536513,64148,2025-12-08,702000,9,"No disponible",11986,Arrecife,Gandía,2026-10-16,2026-10-16,46,142,78000,KLM,,{},{},"Clase económica",{}
"Francisco Gastélum Alejandro",23462257,9,Franciscoalejandro@viajes.cl,Franciscoalejandro,kS6tN6FnH8bfj3b,"+56 9 9972 7474",Nocturno,Colmena,"Full time",536521,63400,2025-01-08,1629000,9,"No disponible",85844,Avilés,Palencia,2026-05-26,2026-05-28,29,3838,181000,Amtrak,,"{TV,Calefacción,Agua,""Asientos reclinables"",Wifi,Comida,Baño}",{},,{Algeciras}
"César Trujillo Tórrez",10014205,8,cOosar2050@viajes.cl,césar5085,Wn20YGieL,"+56 2 0674 6571",Nocturno,"Más vida","Part time",536525,63400,2026-03-19,594000,9,"No disponible",8272,Palencia,Guadalajara,2026-05-31,2026-05-31,1,1419,66000,"VRZ (Croacia)",,"{Comida,Calefacción,Wifi}",{},,"{Lorca,Reus}"
"Isabel Lebrón Saldaña",11928517,8,isabel4543@viajes.cl,isabel7675,cyRS4z3Z8Pxzi,"+56 2 6274 1895",Diurno,Fonasa,"Part time",536526,70880,2025-12-01,270000,1,"No disponible",77848,Coslada,Elda,2026-09-28,2026-09-29,69,2588,270000,Amtrak,,"{""Asientos reclinables"",Baño,Calefacción,Comida,TV}",{},,"{Manresa,""Alcalá de Henares""}"
"Guadalupe Ulloa Montenegro",9233608,5,Guadalupemontenegro@viajes.cl,guadalupe7397,kALMrkc4Y1B,"+56 2 7668 1556",Nocturno,Banmédica,"Full time",536527,65026,2026-02-25,196000,2,"No disponible",34742,Móstoles,Calahorra,2026-04-08,2026-04-08,15,1070,98000,Italo,,"{Agua,""Asientos reclinables"",Baño}",{},,"{Valencia,León,Mijas,Rubí}"
"Julio Delao Batista",3.760.351,1,Juliobatista@viajes.cl,Juliobatista,Xp9IVxsn63,"+56 9 0379 4398",Nocturno,Colmena,"Part time",536528,65026,2026-03-20,672000,2,"No disponible",37540,Calahorra,Alicante,2026-04-08,2026-04-10,55,3490,336000,"ZSSK (Eslovaquia)",,"{Wifi,""Aire acondicionado"",Calefacción,TV,Agua,""Asientos reclinables""}",{},,{}
"Sta. Miguel Arce Padilla",3155628,7,sta.8042@viajes.cl,Sta.padilla,tgHOfN0QnIuk,"+56 2 0946 8797",Nocturno,Banmédica,"Part time",536529,62535,2025-02-08,746000,2,"No disponible",59747,sabadell#,"Alcalá de Henares",2025-11-24,2025-11-26,72,2886,373000,"RZD (Rusia)",,"{Agua,TV,""Asientos reclinables"",Comida,Calefacción,""Aire acondicionado""}",{},,"{""Mollet del Vallés""}"
"María Soledad Briones Espinosa",11871930,1,masobres@viajes.cl,maría6146,0G4ExW0IT6Acb,"+56 9 7757 8772",Nocturno,Consalud,"Part time",536535,68528,2026-01-17,588000,6,"No disponible",86180,Lérida,Inca,2026-06-22,2026-06-23,43,2541,98000,Plusmar,Cama,"{TV,Agua,Calefacción}",{},,{}
"Diego Alcaraz Salcedo",24099140,3,dialsa@viajes.cl,dialsa,N5MnxYbdc9EJ2x,"+56 9 1445 5729",Diurno,Banmédica,"Part time",536540,69010,2025-05-23,345000,5,"No disponible",17281,Tarragona,Avilés,2026-06-24,2026-06-25,42,2627,69000,Chevallier,Cama,"{TV,Wifi,Comida}",{},,{}
"Beatriz Zayas Gallegos",23962646,7,Beatrizgallegos@viajes.cl,beatriz531,dojD2DFM,+56-2-6838-7270,Nocturno,Fonasa,"Full time",536541,69010,2026/02/05,440000,5,"No disponible",20231,Avilés,Murcia,2026/06/25,2026/06/27,34,3213,88000,Alsa,Cama,"{Baño,TV,Comida}",{},,{}
"Juana Delapaz Sáenz",586635,9,JuanasOeenz@viajes.cl,judesá,jw5FyFFvEHo2F9Hl,"+56 9 0402 4769",Nocturno,Consalud,"Part time",536542,69010,2026-04-14,495000,5,"No disponible",81467,Murcia,"Torrejón de Ardoz",2026-06-27,2026-06-29,34,3209,99000,"ETN Turistar",Cama,"{""Aire acondicionado"",TV,""Asientos reclinables""}",{},,{}
"Sonia Reyna Olivares",13731682,0,soreol@viajes.cl,Soniaolivares,XM8kwad4wyc,+56-9-0904-1341,Diurno,Consalud,"Full time",536543,64032,2025-02-12,-68000,1,"No disponible",73086,Gandía,Madrid,2026-08-20,2026-08-21,35,1934,68000,"EME Bus",Cama,"{Baño,""Asientos reclinables"",Agua}",{},,{}
"Sta. Felipe Altamirano Nájera",8275877,1,stfealnOe@viajes.cl,stfealná,7zAN43LtoeovGy,"+56 9 0778 2581",Nocturno,Fonasa,"Part time",536544,67777,2025-05-06,184000,2,"No disponible",16440,Fuenlabrada,Vigo,2026-09-17,2026-09-19,40,3683,92000,Plusmar,Cama,"{Calefacción,""Asientos reclinables"",""Aire acondicionado""}",{},,{}
"Cristobal Sotelo Patiño",11938480,0,crsopa@viajes.cl,Cristobalpatiño,XI1t0kINPIqCT3j,"+56 9 4138 8882",Nocturno,Banmédica,"Full time",536545,67777,2026-08-25,154000,2,"No disponible",59583,Vigo,Palencia,2026-09-19,2026-09-21,43,3245,77000,Chevallier,Cama,"{TV,Calefacción,Baño}",{},,{}
"Patricio Garza Villanueva",3405025,2,Patriciovillanueva@viajes.cl,patricio3918,5s3VrFxwbJJTpl,"+56 9 4653 1491",Diurno,Colmena,"Full time",536546,68820,2025-07-12,1310000,10,"No disponible",47702,"La Coruña","Collado Villalba",2025-09-12,2025-09-12,89,391,131000,"NS International",,{},{},,"{""Santiago de Compostela"",León}"
"Benjamín Rojas Negrete",21063631,5,benjamOAn5601@viajes.cl,benjamín5410,uGmUuOGm6m7nd,"+56 9 6923 1526",Nocturno,Banmédica,"Part time",536547,68820,2025-07-26,1740000,10,"No disponible",79379,"Collado Villalba",Lérida,2025-09-12,2025-09-13,26,2688,174000,Trenitalia,,"{TV,Calefacción,Comida,Baño,""Aire acondicionado""}",{},,"{Segovia,Toledo,""Molina de Segura"",Tarragona}"
"Gregorio Alanis Rosas",9768517,7,gralro@viajes.ceele,Gregoriorosas,0UK8IUphfZllX,"+56 2 4353 1124",Diurno,Consalud,"Part time",536555,61940,2025-02-21,4239000,9,"No disponible",72640,Sagunto,SEGOVIA!!!,2025-05-14,2025-05-16,62,3905,471000,"DSB (Dinamarca)",,"{Baño,Agua,Calefacción,""Aire acondicionado"",Comida,Wifi,""Asientos reclinables""}",{},,"{Parla,Ceuta,Rubí}"
"Lourdes Moya Rascón",16765448,7,lourdes4557@viajes.cl,lomora,o7mZ4r5Ylrh8Eubk,"+56 9 6198 7289",Nocturno,Colmena,"Full time",536556,61940,2025-02-18,1260000,9,"No disponible",57497,Segovia,Salamanca,2025-05-16,2025-05-17,43,1827,140000,"SNCB (Bélgica)",,"{Agua,""Asientos reclinables"",TV,""Aire acondicionado""}",{},,"{Rubí,""Palma de Mallorca"",""La Coruña""}"
"Pedro Carrera Villa",27113663,3,pedro4478@viajes.cl,Pedrovilla,u8LtnEBx9L0eg7L7,"+56 2 4674 2783",Diurno,Consalud,"Part time",536563,61940,2025-03-17,2421000,9,"No disponible",61516,Salamanca,"Ciudad Real",2025-05-23,2025-05-25,94,4212,269000,"SBB (Suiza)",,"{Agua,TV,""Aire acondicionado"",Comida,""Asientos reclinables"",Wifi,Baño}",{},,{}
"Sr. Alfredo Guerra Lovato",10800532,7,sr.3517@viajes.cl,Sr.lovato,832Z8bczK4wCHq7F,"+56 9 6775 1812",Diurno,"Más vida","Part time",536567,66946,2025-03-23,1440000,10,"No disponible",9292,Ponferrada,"La Línea de la Concepción",2025-10-30,2025-10-30,13,1112,144000,WestJet,,{},{},"Clase económica",{}
"Carmen Alicea Carrasco",10869467,0,Carmencarrasco@@viajes.cl,caalca,gZwB7ldePV,"+56 9 5501 3644",Diurno,Colmena,"Part time",536568,66946,2025-09-07,-1020000,10,"No disponible",67010,"La Línea de la Concepción","CIUDAD REAL!!!",2025-10-30,2025-10-30,93,271,102000,Avianca,,{},{},"Clase ejecutiva",{}
"Alejandra Gutiérrez Orozco",29545388,5,alguor@viajes.cl,alejandra2206,TcbY14iEdc0,+56-9-6020-7617,Diurno,Banmédica,"Full time",536569,66946,2025-09-17,890000,10,"No disponible",67997,"Ciudad Real",Valencia,2025-10-30,2025-10-30,90,231,89000,Qantas,,{},{},"Clase económica",{}
"Andrés Gastélum Vanegas",1073159,3,AndrOosvanegas@viajes.cl,Andrésvanegas,C4QUV57vOeYz,"+56 2 6607 2443",Nocturno,"Más vida","Full time",536570,70888,2025-09-04,121000,1,"No disponible",15125,Gandía,Badalona,2025-10-30,2025-11-01,31,4294,121000,Monbus,Cama,"{Comida,""Asientos reclinables"",TV}",{},,{}
"Micaela Salas Medrano",11757796,1,Micaelamedrano@viajes.cl,micaela9940,L193Oh59,"+56 2 3047 4974",Diurno,Fonasa,"Full time",536571,70888,2025-10-04,166000,1,"No disponible",24766,Badalona,Orense,2025-11-01,2025-11-03,50,3151,166000,"ETN Turistar",Cama,"{Agua,Comida,Baño}",{},,{}
"Sta. Guadalupe Arellano Quesada",27178140,7,Sta.quesada@viajes.cl,sta.1206,1ZUeBR5vc2Sn0Dzt,"+56 9 2639 2127",Diurno,Fonasa,"Part time",536578,70888,2025-10-04,199000,1,"No disponible",98625,Orense,Logroño,2025-11-09,2025-11-11,39,3001,199000,Socibus,Cama,"{""Aire acondicionado"",Wifi,TV}",{},,{}
"Natalia Tello Guajardo",27923978,4,natalia5857@viajes.cl,natalia2219,yj5sK3LI4jh,"+56 2 5853 0984",Diurno,Colmena,"Part time",536581,64281,2025-04-28,-92000,2,"No disponible",32832,Málaga,Arrecife,2025-06-17,2025-06-17,31,441,46000,"Condor Bus",Semi-cama,"{Baño,""Aire acondicionado"",Wifi}",{},,{}
"Timoteo Estrada Guzmán",26048165,7,TimoteoguzmOen@viajes.cl,tiesgu,iNpPd1kvwmEQ,"+56 2 2070 5138",Nocturno,Banmédica,"Full time",536582,65750,2025-04-05,60000,1,"No disponible",63527,Manresa,Granada,2025-06-25,2025-06-26,8,1624,60000,"Deutsche Bahn (DB)",,"{Wifi,TV,Agua,""Aire acondicionado""}",{},,"{""San Sebastián"",Viladecans}"
"Florencia Altamirano Jáquez",21115088,2,FlorenciajOequez@viajes.cl,Florenciajáquez,2hI3cWhBz,"+56 2 6107 2983",Nocturno,Fonasa,"Full time",536583,65750,2025-02-12,212000,1,"No disponible",31408,Granada,"Castellón de la Plana",2025-06-26,2025-06-28,73,3846,212000,Eurostar,,"{TV,""Asientos reclinables"",Calefacción,""Aire acondicionado"",Wifi,Comida,Agua}",{},,"{Telde,Tarrasa}"
"Jorge Madera Terán",17746054,0,JorgeterOen@viajes.cl,jorge7707,tL2omevpLHmK,"+56 9 5794 5486",Nocturno,Colmena,"Full time",536587,65750,2025-04-21,157000,1,"No disponible",95142,"Castellón de la Plana",Madrid,2025-07-01,2025-07-02,13,1562,157000,"ŽSSK (Eslovaquia)",,"{Calefacción,Agua,Baño,Comida}",{},,"{Alicante,Málaga,Orense,Tarrasa,León}"
"Patricio Garza Villanueva",3.405.025,2,Patriciovillanueva@viajes.cl,patricio3918,5s3VrFxwbJJTpl,"+56 9 4653 1491",Diurno,Colmena,"Full time",536588,67675,2025/11/15,513000,9,"No disponible",65039,Reus,"HOSPITALET DE LLOBREGAT!!!",2026/11/28,2026/11/28,42,995,57000,"Condor Bus",Cama,"{Agua,""Aire acondicionado"",Calefacción}",{},,{}
"Caridad Gálvez Fajardo",26876895,5,Caridadfajardo@viajes.cl,caridad4423,oSwBj33c,"+56 2 4388 0886",Diurno,Consalud,"Full time",536589,67675,2026-08-29,1521000,9,"No disponible",53203,"Hospitalet de LLobregat",Valladolid,2026-11-28,2026-11-29,50,2076,169000,"Pullman Bus",Cama,"{""Aire acondicionado"",Agua,TV}",{},,{}
"Juan Carlos Zamudio Castellanos",3966397,0,Juancastellanos@viajes.cl,jucazaca,o8KXPateHTWmvn,"+56 9 2426 1694",Nocturno,"Más vida","Full time",536591,67675,2026-11-05,783000,9,"No disponible",47342,Valladolid,Ponferrada,2026-11-30,2026-11-30,35,1203,87000,Monbus,Cama,"{TV,""Asientos reclinables"",Baño}",{},,{}
"Cecilia Gaona Anguiano",23343474,4,Ceciliaanguiano@viajes.cl,cecilia7659,I8aNUHrMVPYSZlmS,"+56 9 5933 6551",Nocturno,Colmena,"Full time",536595,68938,2025-06-20,444000,4,"No disponible",24952,Rubí,COSLADA!!!,2026-04-22,2026-04-23,1,2665,111000,AVE,,"{Wifi,TV,Agua,Calefacción,""Aire acondicionado""}",{},,"{""La Coruña""}"
"Roberto Paredes Haro",4949782,2,roberto7144@viajes.cl,ropaha,Em3KtDyRN,"+56 2 7751 7070",Nocturno,Fonasa,"Part time",536596,68938,2025-02-14,140000,4,"No disponible",15794,Coslada,Gerona,2026-04-23,2026-04-23,25,798,35000,"NS International",,"{""Aire acondicionado"",Wifi,TV}",{},,"{Salamanca,Ceuta}"
"Miguel Delgadillo Solorio",1923387,1,miguel7612@viajes.cl,Miguelsolorio,rg76E0EneN5m9P,+56-9-9932-5364,Nocturno,Colmena,"Full time",536597,63754,2026-03-09,585000,5,"No disponible",19589,"hospitalet de llobregat#","Palma de Mallorca",2026-11-26,2026-11-26,38,1085,117000,"SBB (Suiza)",,"{Calefacción,TV,Agua}",{},,"{Cuenta,Gijón,Mérida,Badajoz,Arrecife}"
"Sta. Ana Luisa Gonzales Velázquez",28754120,1,sta.6904@viajes.cl,Sta.velázquez,caUlPR1EM9B,"+56 2 8636 6111",Diurno,"Más vida","Full time",536598,63754,2026-11-05,500000,5,"No disponible",11734,"Palma de Mallorca",Leganés,2026-11-26,2026-11-26,29,1387,100000,"NSB (Noruega)",,"{Comida,Baño,TV}",{},,"{""San Fernando""}"
"Sr. Dolores Domínquez Montenegro",15565727,8,sr.4355@viajes.cl,sr.1337,lFi6gwLK1YeR5jH,+56-2-7311-2306,Nocturno,"Más vida","Full time",536606,68791,2026-08-03,318000,2,"No disponible",65362,Mijas,"Jerez de la Frontera",2026-09-16,2026-09-18,15,4139,159000,Amtrak,,"{Wifi,Comida,""Asientos reclinables"",""Aire acondicionado"",Calefacción,TV,Baño}",{},,"{Valencia,Cádiz,Segovia,Gandía,Ceuta}"
"Rebeca Granado Botello",20636800,4,rebeca1699@viajes.cl,rebeca8476,fX3FxoC7,"+56 9 0396 5583",Nocturno,Fonasa,"Full time",536611,68791,2026-07-22,144000,2,"No disponible",67737,"Jerez de la Frontera",Sagunto,2026-09-22,2026-09-22,56,932,72000,"SNCB (Bélgica)",,"{Agua,Calefacción,""Aire acondicionado""}",{},,{Algeciras}
"Luis Miguel Valle Alicea",9360826,7,Luisalicea@viajes.cl,Luisalicea,E4uWhCBoBZNCVee,"+56 2 6479 7886",Diurno,Colmena,"Full time",536615,66291,2025-04-23,570000,6,"No disponible",19743,Móstoles,Logroño,2025-05-22,2025-05-23,9,2781,95000,"SJ (Suecia)",,"{Baño,Calefacción,Comida,""Asientos reclinables"",Agua}",{},,"{""Santa Lucía de Tirajana"",Getafe,Santander,""Collado Villalba""}"
"Sra. Gregorio Leiva Archuleta",27780314,3,Sra.archuleta@viajes.cl,Sra.archuleta,Uae5AM9nVy,"+56 2 0096 9986",Nocturno,"Más vida","Part time",536616,66291,2025-03-04,420000,6,"No disponible",88324,Logroño,Sagunto,2025-05-23,2025-05-23,58,863,70000,Italo,,"{TV,Baño,Wifi}",{},,{Zamora}
"Sofia Prieto Ballesteros",9481062,0,soprba@viajes.cl,soprba,cVyD0RLBJh58jf,"+56 2 1777 8605",Nocturno,Consalud,"Full time",536620,70811,2025-01-18,935000,5,"No disponible",41472,"Jerez de la Frontera",Manresa,2025-03-28,2025-03-30,30,3092,187000,Turbus,Cama,"{Wifi,Agua,Baño}",{},,{}
"Sra. Gonzalo Duran Espinal",20.121.150,6,Sra.espinal@viajes.cl,srgodues,zjwHz6J4XDMO8dP,+56-9-4119-5069,Nocturno,"Más vida","Full time",536621,71541,2026-01-03,-1190000,10,"No disponible",24212,Sabadell,ORIHUELA!!!,2026-07-04,2026-07-04,44,1050,119000,"EME Bus",Cama,"{TV,""Asientos reclinables"",Calefacción}",{},,{}
"Mayte Ornelas Suárez",9192716,0,maorsu@viajes.ceele,maorsu,,+56-2-2524-5241,Diurno,Colmena,,536624,61646,,4293000,9,"No disponible",98154,"Santiago de Compostela",Vitoria,2025/03/31,2025/04/02,41,3924,477000,AVE,,"{TV,Baño,Wifi,""Aire acondicionado"",Agua,Comida,""Asientos reclinables""}",,,
"Claudio Colón Meléndez",9160515,5,claudio1975@viajes.cl,claudio3995,mWAoG4TF,+56-9-6420-6020,Diurno,Colmena,"Part time",536627,61646,2025-01-03,1008000,9,"No disponible",51430,Vitoria,Mataró,2025-04-04,2025-04-04,6,211,112000,"NS International",,{},{},,"{""Hospitalet de LLobregat"",""San Cristróbal de la Laguna""}"
