nombre,correo,contrasena,username,telefono_contacto,run,dv,puntos
Emilio Pizarro Meléndez,emilio7555854@viajes.cl,A3bfGHFRzFl4IVH,emilio2892125,+56 2 2984 2007,10849047,0,
Rocio Berríos Lozano,robelo841@viajes.cl,,,+56 2 5449 9506,23664186,4,
Miguel Ángel Cervantes Robles,miguel9141123@viajes.cl,ek1b4gPOY1,Miguelrobles364,+56 9 1034 1178,2341192,K,
Gerardo Velasco Almaraz,gerardo956789@edubus.cal,2iL3zGXOPxt,gerardo8692514,+56 2 1328 2281,,,2721
Teresa Enríquez Reyna,teenre998@edubus.cal,C8h8ns0zXQNmz,,+56 2 2068 3233,25651099,5,5010
Reina Robles Cepeda,,V5FJxEu5,Reinacepeda463,+56 2 4402 3709,24102900,K,0
Sr. Barbara Ochoa Bustamante,Sr.bustamante598@outluc.com,,sr.6086277,+56 2 4082 3139,28151776,7,2960
Raúl Espinal Carvajal,raesca493@viajes.cl,gfpV0c26x8n4,raúl4945560,+56 2 1073 5918,8808592,2,
Raúl Saavedra Gamboa,raúl2235183@viajes.cl,LzIOKb2woxB,rasaga995,+56 2 0891 2044,10158142,K,
Graciela Granado Navarro,Gracielanavarro786@outluc.com,bZYX59lIMv7,graciela5516225,+56 9 4808 3244,11544971,0,-6282
Julio Rangel Urrutia,Juliourrutia198@edubus.cal,2TArhWz0ha7IMtY,,+56 9 3419 4955,-27709102,K,0
,japaca917@viajes.cl,ueco49iINF76,jacobo4017227,,7754927,7,
,Soniamonroy754@viajes.cl,,Soniamonroy360,,2810968,7,
Sr. Lorena Villarreal Alvarado,srlovial552@outluc.com,c7JuOKaxXoXd,Sr.alvarado841,+56 2 9794 8039,645665,0,
Marco Antonio Olvera Arroyo,marco9528241@viajes.cl,,marco3023533,+56 9 5843 0802,29241399,8,
Julia Perea Arteaga,Juliaarteaga578@edubus.cal,xkYsNW0ND,julia3235764,+56 9 5100 4671,,,16762
Sra. Mariana Perea Valladares,srmapeva595@viajes.cl,0BFNdKgrI54U6,Sra.valladares216,+56 9 1008 1018,11595769,4,
,Jesúshurtado122@edubus.cal,t0RrA4Z3QLuLzY5,Jesúshurtado934,+56 9 5356 0688,26389198,8,2880
Sra. Daniel Zaragoza Lozano,Sra.lozano349@viajes.cl,3sIITye9zf6p,Sra.lozano681,,6941052,9,
Alejandro Tamez Reséndez,altare803@viajes.cl,24tynONC,altare555,+56 9 4532 6638,24415070,5,
Sr. Yolanda Cuellar Camacho,sryocuca420@viajes.cl,VKCmDF5NbQr4,Sr.camacho939,+56 9 3090 5817,9524942,6,
Octavio Véliz Guillen,octavio6319425@edubus.cal,vS6GokZeb0,octavio3079170,+56 2 9684 1420,1853001,5,
Ricardo Zúñiga Castañeda,rizúca865@viajes.cl,nQxztggPP5,Ricardocastañeda143,+56 2 5819 0591,11917433,3,
,,lpOodI2BU,Cristinalaboy363,+56 9 8082 3315,26649451,3,1644
Clemente Armenta Mojica,,20HRzMgxk1ea,clemente4213490,,16810929,6,0
Rocio Gaytán Guajardo,rocio5625820@viajes.cl,z98KO97Efg3Imb,rogagu852,+56 9 4288 4858,,,
Sonia Delgado Fajardo,Soniafajardo989@wass.com,x23CORcIsiJv2,Soniafajardo105,+56 9 7265 1458,8361503,6,
Estela Mojica Pineda,estela6208869@viajes.cl,NBa4UfhljvZ6tg,Estelapineda187,+56 2 5036 1221,24368328,9,
Julio Orellana Barraza,julio3900607@viajes.cl,XJSBfS9kkWCuC,julio2591546,+56 9 2842 4606,2381267,3,
Sta. Marco Antonio Cavazos Campos,stmaancaca776@viajes.cl,gLkopttRXEr3,sta.7344371,+56 2 1158 4269,25085412,9,
Carla Alonzo Mesa,carla4325758@viajes.cl,,Carlamesa820,+56 2 2150 9250,18190545,K,
Sr. Inés Pantoja Cavazos,,fDYEAW9SE3hn,srinpaca363,+56 9 4198 9768,9275677,7,
Ricardo Padilla Gallegos,Ricardogallegos900@viajesanma.com,pfSjetU0kPN73e2,ripaga698,+56 2 4899 3134,4491675,4,-23608
Rocio Hernández Mateo,Rociomateo446@tourket.com,,rohema870,+56 9 4981 5669,23287556,9,
Sta. Cristian Solano Vallejo,stcrsova938@viajes.cl,,Sta.vallejo583,+56 2 1367 4265,6362465,9,
Julio César Becerra Valle,jucébeva663@viajes.cl,GISHWBP1yU1vQ,julio2091242,,15426010,2,
Jaime Casanova Briones,jacabr338@outluc.com,iBirc90lthOySgmn,Jaimebriones605,+56 9 5159 6982,14220259,K,-10156
Leonor Estévez Zambrano,leonor8794107@wass.com,vCBPaRvMCvE1,leesza946,+56 9 3407 9503,22119107,2,0
Norma Tafoya Zamudio,norma1741100@tourket.com,CM4aUEF9,Normazamudio663,+56 9 5461 7952,,,0
Gerardo Rocha Núñez,Gerardonúñez896@viajes.cl,zOi2iYn5qqV1,,+56 9 5881 2503,4780684,4,
Antonia Gonzales Naranjo,,Re6C80JdF5Pv,antonia6828176,+56 2 4047 4188,,,-1888
Vicente Vela Moya,vivemo487@viajes.cl,JFE1xQmK8BN8x,Vicentemoya342,+56 9 7471 9476,3384265,1,
María Soledad Alonzo Cedillo,Maríacedillo654@viajes.cl,cguCrn5CsOpdlVj,Maríacedillo954,+56 9 3628 0169,-4447008,K,
Federico Rosales Rodríguez,Federicorodríguez126@viajes.cl,mXAHRE4l85Egk,Federicorodríguez214,+56 2 8056 9575,6059656,5,
Rosa Barreto Verduzco,rosa7004561@viajes.cl,QoyOxd35,Rosaverduzco247,+56 2 3732 2748,8783201,5,
,gumuba425@marmol.com,,Gustavobahena436,+56 9 2969 2577,5787712,K,-3913
Cristian Elizondo Pacheco,crelpa783@viajes.cl,8RGDmZ1kdclSnTEP,cristian2429547,+56 2 3231 8468,26325604,2,
Raúl Núñez Delacrúz,raúl9381742@viajes.cl,iuJZZa5rNr2gf1,raúl6250250,+56 9 4046 3418,6860702,7,
Claudio Gonzales Guajardo,claudio8255363@edubus.cal,o4g6n5ydutH,,+56 9 6420 1204,29067880,3,8869
Miguel Ángel Tirado Alvarado,miántial875@viajes.cl,vfPC9xfm,miguel8328522,+56 9 9091 2553,7149573,6,
Lorena Jurado Marrero,Lorenamarrero270@viajesanma.com,a0ceIY3UBkusDE,,+56 2 9974 0231,24094427,8,15382
Alejandra Sotelo Roybal,alejandra2758964@viajesanma.com,dFXH4w1lHJZ5,Alejandraroybal449,+56 2 6285 3962,15332079,9,-6382
Mónica Preciado Rael,mónica8949391@wass.com,3hXK037L06QhCK8a,móprra417,+56 9 3777 7666,,,2328
Sra. Laura Maya Reynoso,srlamare942@wass.com,q5zQNOCVbxawVtGi,sra.2511196,,8739422,0,0
Hugo Araña Ballesteros,Hugoballesteros708@viajes.cl,XMVP0FsX1x1r9jE1,Hugoballesteros616,+56 9 9326 5235,10388099,8,
,Mercedesalmonte943@marmol.com,35mnmZ6VW,metoal329,+56 9 9498 5994,-19550427,K,30606
Norma Méndez Ruelas,noméru838@viajes.cl,64XMzZ0YNeQT3M,norma4841235,+56 9 5585 7594,6151079,6,
,anpevé395@viajes.cl,UiFq4MgpM6,andrea4537520,+56 9 8975 3001,27264250,8,
Ramiro Delgadillo Contreras,Ramirocontreras288@viajes.cl,Vw4GP8188YNd,radeco645,+56 9 2029 7530,13876742,6,
Hugo Prado Arriaga,huprar955@viajes.cl,pY11Fjtl,huprar602,+56 2 0783 3174,12762754,1,
María Eugenia Leiva Lucero,Maríalucero990@tourket.com,8Q95ItWAgbE,maeulelu268,,27295565,4,27927
Roberto Quintana Briseño,roberto9744305@viajes.cl,2x0NkuxGxF,roberto7592343,+56 2 6954 4873,21500769,3,
Miguel Macías Delvalle,mimade747@viajes.cl,6f2zx4NIM9,mimade380,+56 2 4307 8085,5285149,1,
,miánelbu961@marmol.com,,Miguelbustos405,+56 2 5931 4292,18396189,6,0
Sr. Mónica Colón Ávalos,srmócoáv354@viajes.cl,ClE2IW4tUzKtE,srmócoáv169,+56 9 9669 0448,22544303,3,
Sta. Juana Ocampo Parra,Sta.parra771@marmol.com,,Sta.parra155,,20508918,7,
Óscar Contreras Ballesteros,óscar6641495@viajesanma.com,,Óscarballesteros726,+56 2 2909 3941,,,0
María Eugenia Rojas Bonilla,maeurobo361@viajes.cl,iynGmAxNE2s,maeurobo654,+56 2 8363 1256,8527612,3,
Sra. Dorotea Cabrera Rodarte,sra.5833903@marmol.com,q0m7s7IVFdjm,srdocaro168,+56 2 6556 7981,14207251,3,
Jesús Domínquez Llamas,jedoll636@edubus.cal,rHXuOT9tGKKAMCL,jedoll561,+56 9 7223 2950,,,3597
Manuel Delgado Peralta,manuel2099816@viajes.cl,,madepe447,+56 9 1968 3572,14037126,2,
Sr. Mateo Nieves Arredondo,,5GPFg4OVPlrmz,Sr.arredondo790,+56 2 6193 9321,7761839,2,8914
Manuel Delao Barrera,madeba309@edubus.cal,pAridXK79,madeba151,+56 9 1276 2830,,,
Susana Garica Hinojosa,,5YQRqZPwErfR8Ml,sugahi413,+56 9 3153 2742,25952501,2,4693
Felipe Valenzuela Ulibarri,Felipeulibarri341@viajesanma.com,LAy8eKHYoh1H,Felipeulibarri754,+56 9 0182 4383,,,6077
Daniela Canales Vega,,R0P44vCbxXHbH4M,dacave717,+56 9 4976 1325,22629240,3,8125
Patricia Quintanilla Delgado,,NyX6JaD20HcmF87i,paqude425,+56 9 6518 7699,19876279,2,
Sr. Inés Águilar Solano,sr.1742141@outluc.com,hUGil11ewfg1LqC,sr.5324366,+56 2 1114 9419,13413412,7,-8964
Daniel Pantoja Ríos,,,daniel4005501,+56 2 1672 5498,6843900,0,9573
José Emilio Arce Gallardo,Joségallardo746@viajes.cl,VHEpRwVZh4a,Joségallardo281,+56 9 6528 5189,10877050,3,
Sr. Graciela Loera Banda,,B7TmrVlgNg,,+56 2 8219 6871,-13212604,6,2504
Armando Prieto Navarro,armando8288965@tourket.com,WC1uFugkUlSQqpi0,Armandonavarro842,,,,27038
,agustín2169362@wass.com,B9nkdZSKz,,+56 9 8593 8726,22865122,2,1126
Antonio Rodrígez Castellanos,,,anroca904,+56 9 3815 5488,11697936,5,
Concepción Feliciano Garica,concepción2266378@edubus.cal,nMgljVO4g,cofega688,+56 2 2852 3302,21396489,5,-1002
Luis Carrion Mota,Luismota517@outluc.com,7NOEf6l0qWusiPE,lucamo800,+56 9 0740 2348,529385,5,
Sra. Antonia Ulloa Padilla,sra.3077196@tourket.com,85SEepVqjr8,,+56 9 9838 4593,13293696,K,0
Luis Miguel de Jesús Gracia,lumidejegr954@edubus.cal,92slUhDmQHzH,lumidejegr383,+56 9 8342 4933,24477059,2,
Guillermo Mora Botello,,6ATuo6WgsK,guillermo3541917,+56 9 8425 9339,414279,9,
Sr. Gabriela Samaniego Armenta,Sr.armenta518@tourket.com,lMgnQoK54QtuD,sr.7334257,+56 2 1464 7662,21913760,5,
Clara Prado Saldaña,Clarasaldaña655@viajes.cl,lnh9Zz6iNj,Clarasaldaña990,+56 9 4488 8819,1897988,8,
Sr. Lucia Quiñones Quintana,srluququ687@viajes.cl,eZx2uqseQnzAFpHB,sr.4607493,+56 9 3224 0412,21194445,5,
Cristian Dueñas Lomeli,,bnL6dsBhS,cristian3157389,+56 2 3191 4304,9759640,9,16261
Amalia Lara Portillo,,dGbfSVXyBsFR4,,+56 9 3573 9905,28154229,K,3515
Esperanza Samaniego Santacruz,,yh6XxGf4,essasa135,+56 9 1451 7469,4971614,1,0
Sra. Marco Antonio Pulido Cedillo,sra.7697392@viajes.cl,Hs8lBRsiTsBJY4zY,Sra.cedillo924,+56 2 9132 7653,24463415,K,
Josefina Sáenz Fuentes,josáfu986@viajesanma.com,2arMaMjU7sMDwn,,+56 2 3723 9433,22288960,K,8235
David Solorio Acuña,dasoac580@marmol.com,qPS7rFKxkznRF8,david1652991,+56 9 9362 3010,594749,9,0
Lola Duarte Treviño,,IUjEbyT9HFz,lola2905158,+56 9 6937 6746,16844510,5,
,,sFkCkFc5x,gogiad530,+56 9 2560 7728,18175891,0,9412
,,,,,,,
María Cristina Curiel Briseño,Maríabriseño689@edubus.cal,x86IQlumr9UfOVP,Maríabriseño281,+56 9 8670 5788,28944210,3,-12670
Guillermo Delafuente Saldaña,Guillermosaldaña643@viajes.cl,cfV2C2u8Lp3ET,guillermo6566619,+56 2 4814 2777,4937420,8,
Sta. Arturo Arce Alvarez,stararal347@viajes.cl,mbfy2RAd,sta.7469191,+56 9 9121 6297,3733727,7,
Roberto Pagan Ledesma,ropale334@outluc.com,DR3lcKMeJ,Robertoledesma970,+56 2 7993 5398,,,0
María Luisa Gamez Leiva,maría8334850@viajesanma.com,GjBqJ5US6Q,Maríaleiva547,+56 9 0052 8679,5902457,4,-7171
Jorge Vela Adorno,jorge7473809@tourket.com,kT4IReIfroS,Jorgeadorno116,+56 2 8906 6796,17993655,0,
Sra. Gerardo Sedillo Suárez,sra.7410924@tourket.com,,,+56 9 1800 0147,9362146,8,0
Guillermo Medina Olivares,Guillermoolivares662@viajes.cl,,guillermo1402156,+56 2 3073 3692,20820300,2,
Gilberto Gurule Ramón,Gilbertoramón421@viajes.cl,3SaIsm2Xfvnka,Gilbertoramón825,,18148161,7,
Sr. Sara Molina Otero,Sr.otero613@viajesanma.com,fE67QvJx5,,+56 2 8681 3223,26474556,K,4562
Julia Gonzales Alarcón,julia8587147@marmol.com,93ztmnbKJPl5,jugoal246,+56 2 0344 3174,-24841458,8,24981
Sofia Armenta Torres,soarto254@viajes.cl,QpWgfZhMzvlsMm16,Sofiatorres547,+56 2 7245 8981,22548963,7,
,srbegrqu492@viajes.cl,,,+56 2 9173 7110,24734476,4,
Elena Alfaro Montez,elalmo454@marmol.com,AlH3eFcpR3,,+56 2 0900 5041,26842368,0,10127
Sra. Rafael Sisneros Meza,sra.8376490@edubus.cal,WfNyQHksnf16,srrasime561,+56 9 6501 3027,,,0
Sr. Alfredo Téllez Zavala,sr.7155697@viajes.cl,T3pR8lz8Zo,sr.8516950,+56 9 9431 4847,11311592,0,
María Eugenia Covarrubias Delrío,maeucode191@edubus.cal,0v3fiRwfW,maría1510295,+56 2 6933 9058,8106887,9,
Adriana Briones Arevalo,Adrianaarevalo161@viajes.cl,R4mcytna9CcoGM,Adrianaarevalo939,,13235396,4,
,Miguelaraña665@viajes.cl,8azMzB6CL,Miguelaraña564,+56 9 0865 6077,4490628,7,
Olivia Armas Hernández,Oliviahernández922@marmol.com,jH54P2jO1,,,,,12610
Daniela Alva Noriega,daalno295@viajes.cl,Yje6l0dj,Danielanoriega937,+56 9 3358 2347,3970139,1,
Jerónimo Méndez Valdez,jerónimo8920662@marmol.com,QHEpPCS08,jeméva604,+56 9 8098 9902,,,9424
Octavio Arce Sandoval,ocarsa130@viajes.cl,ypzw3Qwa5IxDu,ocarsa496,+56 9 8042 4673,29657032,K,
Vicente Barajas Garay,vibaga825@viajes.cl,Q2uDXczKLSQq2,vicente1919993,+56 9 9931 7349,20575219,6,
Antonia Montes Valencia,antonia3604496@viajes.cl,ccKwoLSx2X,anmova570,+56 2 0350 4174,18068086,1,
,,Ik0VAF5iRj0n,sta.6166392,+56 2 2125 0618,-23814228,8,
,Claudioescobedo824@viajes.cl,o0r18RvEaMkwB,claudio2045477,+56 2 3044 8173,20893547,K,
Patricio Duran Alemán,patricio8682387@viajesanma.com,,patricio7333167,+56 9 9628 2494,,,2684
María Elena Hernández Chacón,Maríachacón705@viajes.cl,of2W1H2vBB19l,maría4177968,+56 2 9444 8632,23429681,7,
Ramona Munguía Gamez,ramuga474@viajes.cl,mNcn028dMbK13UX,ramuga197,+56 2 9185 5427,6109796,1,
Esperanza Serrano Segura,,e7qY4BcHDF,esperanza6822786,+56 2 0197 0628,2045148,3,8862
Miguel Ángel Padrón Arreola,miánpaar973@viajes.cl,m89PGLGl,miguel7611665,+56 2 0127 4951,26830143,7,
,bernardo1750413@wass.com,QqESvaNFVT7jve,Bernardoquezada975,+56 2 0482 0204,,,0
Sancho Méndez Bétancourt,Sanchobétancourt392@viajes.cl,5hjmIDKFoLR8NcpY,samébé268,+56 9 1681 2222,-1615010,K,
Rebeca Delarosa Tovar,redeto680@viajes.cl,0kwLIUJsq,Rebecatovar796,+56 2 7631 5703,29013235,5,
Mario Rodrígez Alarcón,,THodABpH7,mario8808698,+56 2 7273 5908,6520483,5,1722
Victoria Lucero Mojica,,IJFVtXRR7,Victoriamojica304,+56 2 2386 6122,,,
María Teresa Meza Marroquín,maría4547699@viajes.cl,,matemema181,+56 9 3165 9508,26844173,5,
Gloria Lucio Zamora,Gloriazamora989@viajes.cl,hHqUUDEDn6zZZE3,gloria4508906,+56 2 4723 9238,21290974,2,
Sra. Sara Alanis Loera,Sra.loera788@viajes.cl,ho7fKzgXBYmPi4q,sra.9250499,+56 9 0103 5241,27148210,8,
Óscar Rodríguez Gurule,ósrogu582@wass.com,d6ctOErC6LNNKjum,,+56 9 9517 8372,4417429,4,6963
María Rodrígez Robles,maría6872169@marmol.com,cJbqFH1lzDZbcIBD,maría3144736,+56 2 8446 4131,19537425,2,0
Rosario Rivas Márquez,,fGbHv4j55oQ,rorimá732,+56 2 9208 9286,217104,K,194
Mayte Baca Heredia,mabahe502@viajes.cl,,mabahe323,+56 9 0047 2204,10319517,9,
Laura Chapa Carrera,,qih6dT1Phs,laura1911935,,11174923,K,1888
Julia Sedillo Pelayo,Juliapelayo134@viajes.cl,xWgAJR66B,julia7398716,+56 9 1312 1881,28062941,3,
José Eduardo Lugo Nájera,joedluná479@viajes.cl,zj6N1k0p1d6e,josé4935985,+56 2 2046 9798,3293644,K,
Benjamín Soria León,Benjamínleón812@viajes.cl,efk9o4BHZKxcf6,Benjamínleón104,+56 9 3335 1133,14379960,3,
Lola Zavala Olivares,lola114224@tourket.com,,,+56 9 0468 2275,24433055,K,17080
Rodrigo Patiño Zavala,rodrigo6562850@edubus.cal,LcloQtf8vJpWS9,ropaza835,+56 9 3597 8479,,,1996
Leonor Méndez Castro,leonor6713388@viajes.cl,m2p6LM2aMVh,Leonorcastro215,+56 2 6208 8885,18705642,K,
Germán Polanco Pelayo,Germánpelayo635@outluc.com,mQSj1tVpGtJ6L,Germánpelayo915,+56 9 3998 0907,9909216,5,26551
Mayte Martínez Ulloa,Mayteulloa538@marmol.com,3AeZVG3t,Mayteulloa621,+56 2 5693 8167,15398300,3,
Cristobal Flores Lozano,crfllo203@edubus.cal,,crfllo549,+56 9 4837 6314,8242596,9,0
Jorge Maya Mejía,Jorgemejía520@viajesanma.com,pDyOGoBue447j,,+56 9 7115 6072,10067956,6,0
Sra. Alfonso Reyna Arreola,,7yjljlHVDV,sralrear873,+56 2 3399 0674,26623356,6,7363
,ángela1550142@viajesanma.com,LWsim4uvmDHW8,ángela3580666,+56 2 0044 3406,,,3688
Sonia Lara Quesada,Soniaquesada509@viajes.cl,peO47JA8iDAxOUw,solaqu321,+56 9 1154 3953,281181,2,
María Parra Lomeli,maría6189610@viajes.cl,15wIakdSU,maría4331729,+56 9 8727 8211,9472681,6,
Sra. Víctor Bonilla Aranda,srvíboar581@outluc.com,eMYeSGOvnNb6I,,+56 2 9949 5524,18561599,5,0
,sr.9973688@outluc.com,TQqnXge2Fd0Bl4f,,,11171374,K,4938
Sta. Pedro Lucio Negrón,sta.4160875@viajes.cl,IUqA2X5HwZmd,stpelune901,+56 9 4223 6391,22726428,4,
Mónica Torres Rosas,mótoro439@viajes.cl,byzDlEkrIf8cxA,,+56 2 0902 2487,7936627,7,
Patricia Zepeda Arellano,pazear936@edubus.cal,d2xltI8MhYxYW8uz,,+56 9 3550 4217,25683520,7,0
Jorge Luis Alaniz Canales,jolualca163@viajes.cl,ZjoqE4clPB1LO,Jorgecanales751,+56 2 0501 5981,16856613,1,
Sr. David Zaragoza Ocasio,srdazaoc638@marmol.com,aIgmJe9uJdiW5ZA,srdazaoc473,+56 9 9628 4963,,,0
Juan Navarro Olivárez,juan8830456@viajes.cl,3hB084hC,juan9747337,+56 2 9594 3032,27371990,3,
Dolores Araña Lucio,Doloreslucio682@viajes.cl,WpZ9g99PxxWLGx,dolores858298,+56 9 3406 2894,24395626,9,
Gabriela Cardona Hidalgo,Gabrielahidalgo828@viajes.cl,g6t0iSm9EnQ,gabriela2563541,+56 9 3603 9048,14450172,1,
Clemente Aponte Carvajal,Clementecarvajal245@viajesanma.com,,,+56 2 4043 1795,,,3745
Claudio Otero Verdugo,claudio5165940@outluc.com,0ebyEEk7ps,claudio3759129,+56 2 8556 9697,,,10260
Alfredo Baeza Laboy,Alfredolaboy963@viajes.cl,PUAiM2sTgds6,,,26159560,5,
Luis Espinal Jimínez,,UKJW3tw49eg,luesji180,+56 9 6460 4489,26919381,6,0
Francisco Irizarry Pagan,,nJ05kT3FzjVEMS,francisco5154912,+56 9 0744 2439,7192534,K,
Carlos Arteaga Abeyta,Carlosabeyta963@viajes.cl,HAgF3VIaROz2,carlos4978237,+56 2 6461 1779,11032753,6,
María Eugenia Montero Armas,maría6558223@viajes.cl,cnO7d21tBtJX64p,,+56 2 9713 9770,9129958,5,
Germán Mejía Cortés,gemeco374@viajes.cl,,germán6109912,+56 2 2596 3382,-25439824,1,
Sr. Adela Amaya Amaya,Sr.amaya148@marmol.com,jdq7YfSa62b49,sradamam811,+56 9 0501 4531,,,3639
Ana Luisa Nazario Manzanares,Anamanzanares596@viajes.cl,pFChgGV3qCxG,Anamanzanares560,+56 2 3465 6012,4100666,8,
Horacio Casárez Toledo,Horaciotoledo760@viajes.cl,R71bmrrnVpU2,hocato606,+56 2 3299 2886,28281608,3,
Sancho Tejeda Cervántez,satece760@wass.com,nogQeeGRuoq67b,,+56 9 6748 5321,,,292
Marisol Ocasio Quintanilla,Marisolquintanilla277@edubus.cal,Td7cHk6Sf,maocqu504,+56 9 4558 5661,23665204,1,
Sta. Julio César Bonilla Banda,sta.6716383@edubus.cal,Pfpna9C9X0,stjucéboba913,+56 9 7463 4017,,,0
Sr. Cristina Castañeda Rael,Sr.rael240@viajesanma.com,5RANOo4vEpkbm2,,,13253043,2,0
Ramón Solorio Armijo,rasoar976@viajesanma.com,Pn14oIaTTDbb08,rasoar171,+56 9 5564 7790,3772707,5,10405
Jerónimo Quintero Montaño,jerónimo3980480@viajesanma.com,BTYp7Inng76UbT2L,jequmo725,+56 9 7121 7654,1396995,7,-17179
Horacio Galindo Pedroza,Horaciopedroza640@viajes.cl,YMiGvbJe6Cb2,horacio3036374,+56 9 7962 6251,29451872,K,
Ángela Gaytán Matos,ángama975@viajes.cl,18fOvEFch,ángela8730591,+56 2 7220 3343,-2278312,2,
Sta. Timoteo Barrientos Deleón,,9y3YQaxIKnoB7,sta.9532887,+56 9 8995 4016,19311922,0,
David Lebrón Cruz,dalecr689@viajes.cl,ZhJbXeXCh2P5oU2M,Davidcruz411,+56 2 5927 8731,27014936,7,
Sta. Susana Hidalgo Toledo,Sta.toledo438@viajes.cl,eMi8UoVZtWe,sta.5452578,+56 9 3265 4292,2859542,5,
Rosa Pantoja Peralta,ropape515@viajesanma.com,J4PWhVoXVCBN6Ogq,,+56 2 0583 8632,1051989,6,24899
Cristobal Delao Huerta,cristobal4759218@marmol.com,,cristobal5759710,+56 9 0193 2644,17402412,K,1648
Santiago Abeyta Estévez,santiago253387@edubus.cal,HnFAn6LE,santiago1627383,+56 2 3681 1733,11275729,5,1650
,raqucr272@viajes.cl,n1Cql0Gx,raqucr780,+56 2 7690 8699,12700149,9,
Sta. Felipe Miranda Heredia,stfemihe492@viajes.cl,uG7EhdGn,stfemihe727,+56 2 9622 3539,,,
Sra. Alfonso Baeza Burgos,sralbabu154@viajes.cl,XyzRE541,sralbabu628,+56 2 0125 6254,16223316,5,
Alejandra Chávez Vargas,alchva980@viajes.cl,EVvgCgscSD4SRs,Alejandravargas497,+56 9 0117 9300,24477880,1,
Mario Reséndez Esparza,mario6545832@tourket.com,ypOCnmm7CI,mario8353353,+56 9 8944 0333,,,0
Sr. Mayte Galván Cabrera,sr.9923211@tourket.com,yLpd4TmfwVZrviT,,+56 2 5886 8971,20946437,3,
Joaquín Rivas Coronado,joaquín2939103@marmol.com,YimnJEhfG29Pv8r8,Joaquíncoronado386,+56 2 1557 0624,,,0
Julio César Corona Montenegro,Juliomontenegro577@viajes.cl,FtQcWeNme0YZ,julio6852963,+56 9 4068 1793,,,
Salvador Roldán Segovia,,2u3tnvtf9Mb,salvador5355927,+56 9 4114 8858,20140520,3,2030
Arturo Guerrero Quezada,arturo3897713@viajes.cl,6VXHulsF,arturo7808211,+56 2 6324 7355,9783043,6,
Sergio Quiñones Juárez,sergio8830950@viajes.cl,B09ZNcbcDuUKGgm9,sequju132,+56 9 7469 8858,29413291,0,
Sra. Octavio Urbina Lerma,sra.7988218@viajes.cl,6t8Vb0rOfp64GtW,sra.735303,+56 2 4736 1359,27692568,7,
Isabel Castañeda Guerrero,iscagu257@outluc.com,bzuODGM4S6,isabel9260277,+56 2 6303 6711,,,27425
María Soledad Serrato Vallejo,maría7425308@tourket.com,3OCi2GbLSyPJi7,masoseva545,+56 9 2806 1416,,,0
Sr. Maricarmen Sosa Ochoa,Sr.ochoa742@viajes.cl,azgYJ5Sf,sr.4990663,+56 2 4080 8070,10111435,K,
Andrea Cortés Ruiz,Andrearuiz309@outluc.com,uyDS1rv6vs0FwBh,Andrearuiz262,+56 2 3214 3866,26906656,3,
,jaarad771@viajes.cl,zU4Mrve6ar81xB,jacobo3875515,+56 2 3934 1958,1168512,9,
Patricio Yáñez Soliz,Patriciosoliz754@viajes.cl,g38q7dNjNs9,Patriciosoliz133,+56 9 4314 1698,8147905,4,
Sta. Jerónimo Zamudio Bueno,Sta.bueno636@viajes.cl,Zt30CWKmZm,stjezabu841,+56 2 4277 6475,9198608,6,
Lourdes Chapa Villagómez,Lourdesvillagómez232@tourket.com,akkM0ij7rWSeBsk0,lourdes5861154,+56 9 5797 1746,,,5592
,adela1211424@viajesanma.com,QEGDrx9BXSh2hX3R,,+56 9 0533 6655,12895499,6,6931
Luisa García Baeza,,AKc7WnV1obfI,Luisabaeza728,+56 9 8815 6033,9821315,5,
Gerardo Ocasio González,,MUwQ76t1XgWR,gerardo7518664,+56 9 6917 1103,2002520,4,3005
Alfonso Tafoya Zarate,Alfonsozarate453@viajes.cl,NBJ5iiTOTLuNdh,altaza691,+56 9 9545 6450,16373240,8,
Guillermina Santana Bravo,gusabr510@edubus.cal,KtZIwwT9U5,guillermina1911307,+56 9 0884 5695,4494513,4,4437
Sta. Sonia Gamez Carrasco,,BcKjQEXkdWX5j74g,Sta.carrasco699,+56 9 4248 5128,18588469,4,814
Sta. Gonzalo Sánchez Chávez,Sta.chávez640@outluc.com,,Sta.chávez333,+56 2 3878 1482,9404831,1,558
Sta. Luis Miguel Terrazas Malave,stlumitema624@viajesanma.com,znDRzGYYx8yuuF6,sta.1847516,+56 9 4648 7709,28124156,7,
José Correa Águilar,josé6774317@viajes.cl,4xes1sU6LeQh22K,,+56 9 3634 6473,8729430,7,
Eduardo Riojas Agosto,Eduardoagosto919@marmol.com,610Guvj1wjrODw,eduardo2353838,+56 2 7855 2247,28668103,4,
Eva Carrion Maya,,,,+56 9 7660 7329,,,19600
Guillermina Carmona Serrano,Guillerminaserrano753@marmol.com,83YyKyU2,guillermina7788476,+56 9 3257 8658,20705559,K,-3094
Reina Yáñez Baeza,reyába475@edubus.cal,C0HrSQLRgwTV,,+56 2 7724 8168,-29083126,1,5270
Ramiro Velásquez Ortiz,Ramiroortiz190@marmol.com,8P2qUEfUp6,Ramiroortiz982,+56 2 3163 6132,,,0
Ester Almanza Batista,ester3317224@viajes.cl,SpkDg7B3iv,esalba509,+56 9 4256 6734,4822458,K,
Sr. Andrea Vargas Rocha,Sr.rocha126@wass.com,Ug2pN8C7A,sranvaro899,+56 2 5706 6377,3690463,1,
