correo_usuario,reserva_id,estrellas,descripcion
,82297,3,Servicio regular
srgugica160@marmol.com,81748,,
srgugica160@marmol.com,81750,,
Sra.gollum378@edubus.cal,81754,1,Muy insatisfecho
Sra.gollum378@edubus.cal,81758,,
Yolandacaraballo274@tourket.com,81764,5,Muy satisfecho
ariadna715708@marmol.com,81769,,
frorba884@wass.com,81781,,No vuelvo más
,81784,5,Superó mis expectativas
siaypa710@viajesanma.com,81791,,
sra.6948808@edubus.cal,81794,2,Regular
yolanda9733904@marmol.com,81808,1,Pésimo
arbago102@marmol.com,81812,,
masoulca458@tourket.com,81827,,
Sr.agosto700@tourket.com,81834,,
Claudiareyna794@tourket.com,81839,,
visena471@viajesanma.com,81855,1,Malo
visena471@viajesanma.com,81856,,
sra.4898493@marmol.com,81868,,
sra.4898493@marmol.com,81870,,
sancho9254644@outluc.com,81873,,
Sra.camacho100@tourket.com,81875,,
,81885,1,Muy insatisfecho
sra.1700165@marmol.com,81914,1,Muy insatisfecho
sr.9476539@wass.com,81894,,
Julioarmas646@viajesanma.com,81900,,
Julioarmas646@viajesanma.com,81904,,
insaco893@outluc.com,114530,,
sra.1700165@marmol.com,81915,,Sin duda volveré
srjanees224@viajesanma.com,81918,2,No me convenció del todo
stmaeutile367@outluc.com,81928,3,Aceptable
stmaeutile367@outluc.com,81933,,
Alfredosaucedo875@tourket.com,81946,,
Alfredosaucedo875@tourket.com,81951,2,Regular
alreci801@tourket.com,81953,4,Bueno
srmateorág301@tourket.com,81954,1,Pésimo
srmateorág301@tourket.com,81958,86,
srmateorág301@tourket.com,81959,4,Buena experiencia en general
srmateorág301@tourket.com,81964,,
Josédelgado756@viajesanma.com,81966,,
sr.8335809@wass.com,81971,,
sr.8335809@wass.com,81972,,
sr.8335809@wass.com,81975,1,Pésimo
marofr359@wass.com,81977,,
maigle370@wass.com,81981,1,Pésimo
maigle370@wass.com,81983,3,"Cumplió con mis expectativas, pero sin destacar"
saveal718@tourket.com,81987,,
Samuelalmonte447@tourket.com,82001,,
dorotea2336994@edubus.cal,82024,1,Muy insatisfecho
dorotea2336994@edubus.cal,82032,3,Servicio regular
samuel6727579@wass.com,82039,4,Bueno
Reinagutiérrez890@marmol.com,82041,,
Raúlrendón304@viajesanma.com,82042,,
jecaar408@tourket.com,82049,27,Malo
jecaar408@tourket.com,82051,40,Me atendieron bien
jecaar408@tourket.com,82053,5,Excelente
jecaar408@tourket.com,82056,5,Sin duda volveré
,82060,,No me convenció del todo
,82062,4,"Satisfecho, pero hay detalles por mejorar"
adán6345653@edubus.cal,82064,2,Hubo varios problemas
adán6345653@edubus.cal,82066,4,Buena experiencia en general
adán6345653@edubus.cal,82068,100,Podría mejorar
adán6345653@edubus.cal,82070,,
starlovi445@viajesanma.com,82074,4,Me atendieron bien
felipe5223170@outluc.com,82087,4,Bueno
felipe5223170@outluc.com,82089,,
Andreavega325@tourket.com,82101,1,No vuelvo más
Andreavega325@tourket.com,82102,,
,82112,,
Alejandravilla382@outluc.com,82122,2,Hubo varios problemas
Alejandravilla382@outluc.com,82123,1,No vuelvo más
sta.4933899@tourket.com,82134,,
sra.6948808@edubus.cal,82140,4,Buena experiencia en general
madute287@edubus.cal,,61,Regular
savina416@edubus.cal,82149,76,Buena experiencia en general
srangafi126@tourket.com,82155,,
srangafi126@tourket.com,82157,,
srangafi126@tourket.com,82161,5,Sin duda volveré
,82180,,
joemcava219@viajesanma.com,82181,2,No me convenció del todo
ramón5115143@edubus.cal,82184,3,Aceptable
elcona993@viajesanma.com,82189,,
elcona993@viajesanma.com,82194,5,Excelente
elcona993@viajesanma.com,82196,,
isabel1825952@marmol.com,82197,,
isabel1825952@marmol.com,82200,2,No me convenció del todo
isabel1825952@marmol.com,,,
Joséjaramillo281@viajesanma.com,82204,5,Muy satisfecho
Antoniamurillo361@wass.com,82211,1,Pésimo
Antoniamurillo361@wass.com,82213,,
Sr.vigil856@tourket.com,82222,3,Servicio regular
Sr.vigil856@tourket.com,82223,4,"Satisfecho, pero hay detalles por mejorar"
jucémalo234@wass.com,82231,5,
Maríalemus983@viajesanma.com,82233,,
Maríalemus983@viajesanma.com,82238,2,
Sr.caballero357@outluc.com,82243,1,No vuelvo más
germán7298769@outluc.com,82264,,
germán7298769@outluc.com,82266,1,Completamente decepcionado
germán7298769@outluc.com,82267,,
víctor7118912@edubus.cal,82284,,
víctor7118912@edubus.cal,82287,,
Estelapadilla324@wass.com,,,Hubo varios problemas
Estelapadilla324@wass.com,82304,3,"Cumplió con mis expectativas, pero sin destacar"
sr.4291903@edubus.cal,82322,5,Muy satisfecho
sr.4291903@edubus.cal,82327,,
baquor997@wass.com,82332,,Hubo varios problemas
baquor997@wass.com,82336,,Sin duda volveré
Guadalupegarica470@tourket.com,82337,5,Servicio de primera
Agustíndeleón463@wass.com,82344,,Podría mejorar
Rosalianegrete921@marmol.com,82355,,
sthudeju356@wass.com,82365,,
Sta.menchaca212@tourket.com,82379,1,No vuelvo más
Sta.menchaca212@tourket.com,82382,2,Hubo varios problemas
Davidestévez480@outluc.com,82387,,
Sta.bahena605@marmol.com,82392,,Pésimo
lopate290@wass.com,82394,,"Cumplió con mis expectativas, pero sin destacar"
lopate290@wass.com,82398,,
lopate290@wass.com,82399,1,Muy insatisfecho
sta.4694344@outluc.com,82411,,
horoma820@marmol.com,82423,,
Sr.aguayo835@viajesanma.com,,,
somaco153@wass.com,,,
somaco153@wass.com,82442,,
magrga513@tourket.com,82449,,
srsopead321@viajesanma.com,82453,,
srsopead321@viajesanma.com,82462,5,Superó mis expectativas
srsopead321@viajesanma.com,82463,2,Regular
srsopead321@viajesanma.com,82465,,
lorenzo6282381@marmol.com,82487,,
Sta.terán104@edubus.cal,82495,,
Sta.terán104@edubus.cal,82497,,Sin duda volveré
rosario3566896@wass.com,82506,2,Hubo varios problemas
rosario3566896@wass.com,82507,,
rosario3566896@wass.com,82509,,"Cumplió con mis expectativas, pero sin destacar"
lotogr954@edubus.cal,82518,57,Hubo varios problemas
marcos4781389@outluc.com,82523,2,No lo recomendaría
sr.9080380@marmol.com,83656,1,Completamente decepcionado
,82526,1,Pésimo
florencia3977594@viajesanma.com,,79,Completamente decepcionado
calafl552@marmol.com,82549,,
calafl552@marmol.com,82552,2,No lo recomendaría
sr.8028205@wass.com,82558,,
Albertozamora667@wass.com,,,
joemviri782@viajesanma.com,82582,,
roberto8863130@marmol.com,82595,,
roberto8863130@marmol.com,82596,2,Regular
roberto8863130@marmol.com,82597,1,No vuelvo más
roberto8863130@marmol.com,82600,,
roberto8863130@marmol.com,82601,4,Buena experiencia en general
hearve922@marmol.com,82606,1,Completamente decepcionado
Marcorivas892@edubus.cal,82609,,
Marcorivas892@edubus.cal,82610,5,Superó mis expectativas
Blancaacevedo582@tourket.com,82622,2,
Blancaacevedo582@tourket.com,82623,,
Blancaacevedo582@tourket.com,82625,3,Aceptable
Maríameza711@marmol.com,82628,4,Me atendieron bien
raampa918@marmol.com,82632,,
graciela1787859@tourket.com,82636,,
,82647,,
sta.2167693@outluc.com,82649,,
sta.2167693@outluc.com,82652,2,No me convenció del todo
sradgaes581@marmol.com,82658,1,Malo
Rosaliaespinal416@outluc.com,82661,,
,82662,,
Rosaliaespinal416@outluc.com,82668,2,Regular
maelmuve231@tourket.com,82673,1,Completamente decepcionado
maelmuve231@tourket.com,,5,Sin duda volveré
marcos7824125@viajesanma.com,82682,,
rodrigo6562850@edubus.cal,82684,,
madecamape194@viajesanma.com,82691,3,Podría mejorar
peroce986@marmol.com,82703,4,Me atendieron bien
peroce986@marmol.com,82704,1,Muy insatisfecho
marcos6031841@wass.com,82782,1,Pésimo
,82708,1,
,128413,,
sta.3731668@viajesanma.com,82709,4,Bueno
sta.3731668@viajesanma.com,82716,,
mózaho259@edubus.cal,82720,3,Aceptable
mózaho259@edubus.cal,82724,,No vuelvo más
sta.6908701@wass.com,82732,1,No vuelvo más
sta.6908701@wass.com,,3,Servicio regular
rovaes978@marmol.com,82753,3,Servicio regular
Bernardomagaña276@marmol.com,82763,,
Bernardomagaña276@marmol.com,82765,,
Caridadvaldez497@wass.com,82773,3,
marcos6031841@wass.com,,56,Me atendieron bien
marcos6031841@wass.com,82777,,Malo
marcos6031841@wass.com,82778,5,Superó mis expectativas
marcos6031841@wass.com,82779,2,Regular
marcos6031841@wass.com,82780,3,"Cumplió con mis expectativas, pero sin destacar"
srfeesce671@tourket.com,82786,,
srfeesce671@tourket.com,,,
srfeesce671@tourket.com,82792,,
srfeesce671@tourket.com,82796,,
sta.7696723@outluc.com,82809,55,Superó mis expectativas
Catalinamalave590@outluc.com,82812,5,Muy satisfecho
,82816,3,"Cumplió con mis expectativas, pero sin destacar"
Catalinamalave590@outluc.com,82821,,
disoes972@edubus.cal,82853,,
Sta.gómez547@wass.com,82855,,
Sta.gómez547@wass.com,82857,,
racová412@tourket.com,82869,4,Bueno
racová412@tourket.com,82870,1,Completamente decepcionado
Cristianpalomino925@wass.com,82872,,
Cristianpalomino925@wass.com,82873,77,Hubo varios problemas
Gonzalomiramontes254@wass.com,82876,5,Superó mis expectativas
Gonzalomiramontes254@wass.com,82878,,
Gonzalomiramontes254@wass.com,82884,1,Muy insatisfecho
srelrobe868@outluc.com,82886,,
Patriciagriego307@viajesanma.com,82892,1,Pésimo
maría6158390@tourket.com,82899,3,Servicio regular
maría6158390@tourket.com,82901,,
francisca9727560@marmol.com,82908,,
somamé729@edubus.cal,82915,,
ancoca758@outluc.com,82919,5,Superó mis expectativas
ancoca758@outluc.com,82925,4,Bueno
ángela1550142@viajesanma.com,82930,1,Muy insatisfecho
ángela1550142@viajesanma.com,82933,85,Excelente
Santiagomadrid737@edubus.cal,82934,68,Servicio regular
Santiagomadrid737@edubus.cal,82937,,
Santiagomadrid737@edubus.cal,,2,No lo recomendaría
Césarlara991@viajesanma.com,82941,2,No lo recomendaría
,82947,2,No me convenció del todo
maalsa159@edubus.cal,82961,3,"Cumplió con mis expectativas, pero sin destacar"
cecahi896@marmol.com,82963,,
Octavioordóñez469@viajesanma.com,82973,5,Muy satisfecho
Mateoesquivel528@wass.com,82985,2,Regular
,82993,2,Hubo varios problemas
elena2884605@wass.com,83004,,
,83007,4,
mefian457@wass.com,83009,,
mefian457@wass.com,83018,,
mefian457@wass.com,83020,5,Excelente
mefian457@wass.com,83023,,
Claravela647@wass.com,83034,,
Claravela647@wass.com,83035,,
Claravela647@wass.com,,,Aceptable
Claravela647@wass.com,83044,1,Muy insatisfecho
Rafaelmoreno644@tourket.com,83047,2,Hubo varios problemas
Rosariogutiérrez813@tourket.com,83051,,Buena experiencia en general
sterigle541@viajesanma.com,83058,,
sterigle541@viajesanma.com,83060,,
sterigle541@viajesanma.com,83061,4,Buena experiencia en general
Mónicareséndez326@viajesanma.com,83069,,
magdalena7353992@viajesanma.com,83076,4,Me atendieron bien
Timoteobernal673@tourket.com,,,
Timoteobernal673@tourket.com,83087,,Servicio regular
Timoteobernal673@tourket.com,83094,,Completamente decepcionado
maocpa190@marmol.com,83269,,
srlairar358@tourket.com,84378,,
Irenecarrasquillo380@marmol.com,83106,2,Regular
Oliviapagan786@wass.com,83114,3,Servicio regular
Teodorooquendo446@wass.com,83117,,
Teodorooquendo446@wass.com,83118,,
Teodorooquendo446@wass.com,83120,4,Bueno
youryb332@tourket.com,83127,,
youryb332@tourket.com,83128,,
Déborasolano286@marmol.com,83130,,
Martínsegovia988@marmol.com,83138,4,Me atendieron bien
sra.8371668@tourket.com,,2,Hubo varios problemas
sra.8371668@tourket.com,83142,1,Malo
srmabeme159@marmol.com,83150,4,Bueno
srmabeme159@marmol.com,83151,,
miguel1934865@outluc.com,83153,1,Pésimo
sra.4898493@marmol.com,83156,4,Me atendieron bien
sra.4898493@marmol.com,,,
micaela196704@outluc.com,,,
tomás207795@outluc.com,83171,1,Muy insatisfecho
,83187,,
luz3727561@wass.com,83194,,
josé6219148@wass.com,83203,,
josé6219148@wass.com,83205,,
josé6219148@wass.com,83209,,
josé6219148@wass.com,83212,1,Pésimo
josé6219148@wass.com,83216,,Podría mejorar
looroq121@edubus.cal,83225,,
looroq121@edubus.cal,83227,,
savaam408@wass.com,83229,,
dapael281@outluc.com,83249,,
dapael281@outluc.com,83255,,
Maríadelacrúz753@marmol.com,83256,3,Aceptable
Maríadelacrúz753@marmol.com,83257,,
lucas6693553@marmol.com,137709,,
,83270,1,No vuelvo más
rubén9665405@viajesanma.com,83277,,
jucasa710@tourket.com,83287,,
escapa296@viajesanma.com,83303,,
escapa296@viajesanma.com,83305,3,"Cumplió con mis expectativas, pero sin destacar"
escapa296@viajesanma.com,83308,,
luacsi335@viajesanma.com,83324,4,"Satisfecho, pero hay detalles por mejorar"
,83337,3,Aceptable
sta.2056184@viajesanma.com,83338,2,No me convenció del todo
sta.2056184@viajesanma.com,83342,,
sta.2056184@viajesanma.com,83344,3,Aceptable
Sr.alonzo115@outluc.com,,,
doagne287@edubus.cal,,2,No lo recomendaría
Gracielagarica981@edubus.cal,83382,5,Superó mis expectativas
Gracielagarica981@edubus.cal,83384,,Malo
Gracielagarica981@edubus.cal,83388,,Muy satisfecho
Gracielagarica981@edubus.cal,83391,,
Marisolsauceda149@viajesanma.com,83396,,
Marisolsauceda149@viajesanma.com,83400,,
Marisolsauceda149@viajesanma.com,83401,,
Marisolsauceda149@viajesanma.com,83405,,
Marisolsauceda149@viajesanma.com,83407,,
,83409,,No me convenció del todo
alejandro150343@wass.com,83412,4,Bueno
jeneib340@tourket.com,83421,3,Servicio regular
jeneib340@tourket.com,83422,,
anita5838732@outluc.com,83437,13,
tecaap205@tourket.com,83451,,
tecaap205@tourket.com,83452,2,Regular
Jerónimonevárez456@edubus.cal,83648,,
Jerónimonevárez456@edubus.cal,83649,1,No vuelvo más
luis5080779@outluc.com,83461,3,Servicio regular
Andrészarate452@marmol.com,83466,,
,83467,,
Andrészarate452@marmol.com,83472,,
dicach581@edubus.cal,83481,100,Hubo varios problemas
dicach581@edubus.cal,83485,,Aceptable
dicach581@edubus.cal,83489,,
stclmuay716@viajesanma.com,83495,,Buena experiencia en general
magdalena5113521@outluc.com,83504,,
magdalena5113521@outluc.com,83506,,Sin duda volveré
magdalena5113521@outluc.com,83507,5,Superó mis expectativas
Sr.macías214@marmol.com,83514,5,Sin duda volveré
Sr.macías214@marmol.com,83515,5,Servicio de primera
Marcotejeda365@viajesanma.com,83526,,
sta.4222658@outluc.com,83532,,
Maríarubio858@wass.com,83558,59,Completamente decepcionado
Maríarubio858@wass.com,83559,,Pésimo
racefe642@marmol.com,83567,,Buena experiencia en general
racefe642@marmol.com,83568,,
racefe642@marmol.com,83571,,
racefe642@marmol.com,83575,,
Florenciamaestas442@wass.com,83583,2,No me convenció del todo
Maríahinojosa247@wass.com,,40,Podría mejorar
loorur460@marmol.com,,,
lugafi704@outluc.com,83603,3,Servicio regular
niorbe979@viajesanma.com,83613,,
Maríajasso910@edubus.cal,83615,,Completamente decepcionado
Maríajasso910@edubus.cal,83616,,
tomás7451786@edubus.cal,83620,3,Podría mejorar
stjaflco178@viajesanma.com,83631,3,Aceptable
Jerónimonevárez456@edubus.cal,83644,,
palaba227@outluc.com,83675,3,Podría mejorar
palaba227@outluc.com,83677,4,Buena experiencia en general
sra.4815900@wass.com,83684,72,Completamente decepcionado
sra.4815900@wass.com,83686,5,Muy satisfecho
sra.4815900@wass.com,83689,5,Sin duda volveré
julio6852990@edubus.cal,83691,,
Maríamontes830@outluc.com,83703,,
Isabelconcepción876@outluc.com,83704,,
Maríapulido518@marmol.com,83719,2,Hubo varios problemas
,83732,5,Excelente
Jerónimorosas255@viajesanma.com,83755,,
laroab875@edubus.cal,83765,,Muy insatisfecho
laroab875@edubus.cal,83770,1,Completamente decepcionado
laroab875@edubus.cal,83772,3,Aceptable
Maríagaytán831@marmol.com,83774,,
Maríagaytán831@marmol.com,,,
adméta645@edubus.cal,83779,1,No vuelvo más
,83784,,
adméta645@edubus.cal,83785,,
adméta645@edubus.cal,83788,3,"Cumplió con mis expectativas, pero sin destacar"
adméta645@edubus.cal,83789,43,Servicio de primera
gemefa954@edubus.cal,83806,1,Malo
caridad9349337@wass.com,83809,4,"Satisfecho, pero hay detalles por mejorar"
caridad9349337@wass.com,83810,3,"Cumplió con mis expectativas, pero sin destacar"
caridad9349337@wass.com,83811,4,Buena experiencia en general
Leonorcovarrubias580@wass.com,83816,5,Superó mis expectativas
Leonorcovarrubias580@wass.com,83818,,
Estebanjiménez364@tourket.com,83821,3,
rosario2287575@outluc.com,83831,,
maocpa190@marmol.com,83843,,
Sergiopérez925@marmol.com,83847,,
benito3740311@tourket.com,83854,1,Malo
,83857,,
srluágmo560@edubus.cal,83864,2,No lo recomendaría
srluágmo560@edubus.cal,83865,,
srluágmo560@edubus.cal,83866,4,Me atendieron bien
Marisolquintanilla277@edubus.cal,83870,1,Malo
,83874,,
Miguelabeyta172@wass.com,83880,5,Sin duda volveré
Miguelabeyta172@wass.com,83884,1,Malo
satece760@wass.com,83886,4,Me atendieron bien
pedro7959605@tourket.com,83890,32,Excelente
pedro7959605@tourket.com,83894,5,Excelente
pedro7959605@tourket.com,83895,3,Podría mejorar
sta.5648347@marmol.com,83897,2,No lo recomendaría
sta.5648347@marmol.com,83899,1,Completamente decepcionado
sta.5648347@marmol.com,83900,4,Me atendieron bien
sta.5648347@marmol.com,83904,4,Bueno
,83909,3,Servicio regular
maannúde825@edubus.cal,83910,5,Muy satisfecho
,83916,,
Fernandocortés200@wass.com,83924,,
srjamuag493@wass.com,83929,,
Sra.nevárez254@edubus.cal,83938,,
josé9740197@viajesanma.com,83943,3,Podría mejorar
,128943,3,
Gloriaochoa381@tourket.com,83968,,
Gloriaochoa381@tourket.com,83973,3,Podría mejorar
vípuor366@wass.com,83976,44,No vuelvo más
,83980,,
,83982,,
Sra.abreu173@viajesanma.com,83983,,
,83990,,
girelo892@viajesanma.com,83992,,
girelo892@viajesanma.com,83994,47,Buena experiencia en general
victoria4583868@tourket.com,83997,3,Podría mejorar
victoria4583868@tourket.com,83998,2,No lo recomendaría
caolli626@edubus.cal,84002,5,Excelente
caolli626@edubus.cal,84006,,
sr.5767805@edubus.cal,84009,3,Servicio regular
sr.5767805@edubus.cal,84011,,
srlairar358@tourket.com,84386,,
galova384@marmol.com,84024,,
,84028,4,
galova384@marmol.com,84031,,
Nataliabeltrán632@outluc.com,84034,,
Nataliabeltrán632@outluc.com,84037,,
Jesúshernández237@wass.com,84039,,
Arturomesa113@wass.com,84042,,
Sanchorico265@wass.com,84046,,
Amaliabarrientos651@viajesanma.com,84048,,
Maríanarváez141@viajesanma.com,84056,5,Muy satisfecho
diquec564@outluc.com,84063,2,Hubo varios problemas
Andreaguardado405@marmol.com,,,
maría9006848@edubus.cal,84073,,
Gilbertomontemayor946@outluc.com,84078,4,Bueno
Germánbriseño409@viajesanma.com,84085,,
Germánbriseño409@viajesanma.com,84086,,
Germánbriseño409@viajesanma.com,84091,,
Germánbriseño409@viajesanma.com,84092,,
josé6219148@wass.com,84110,3,"Cumplió con mis expectativas, pero sin destacar"
margarita8382853@tourket.com,84117,,
somepu618@tourket.com,84119,3,Podría mejorar
Mónicacasares947@marmol.com,84123,,
Adrianasaldaña573@tourket.com,84132,5,Excelente
vetaca799@tourket.com,84139,4,
vetaca799@tourket.com,,4,Me atendieron bien
maría2954882@viajesanma.com,84149,4,Bueno
eloisa5952422@outluc.com,84152,,
pablo6068667@tourket.com,84159,,
pihepu151@wass.com,84165,,
,84169,3,Podría mejorar
lomefr194@edubus.cal,84173,,
elisa8765548@wass.com,84179,5,Excelente
srguaral557@wass.com,84192,,
srguaral557@wass.com,84198,5,Excelente
srguaral557@wass.com,84199,,
Maríadelrío123@tourket.com,84204,45,Hubo varios problemas
Maríadelrío123@tourket.com,84206,,
Maríadelrío123@tourket.com,84207,4,Buena experiencia en general
octavio9094528@marmol.com,84208,5,Superó mis expectativas
,84226,2,Hubo varios problemas
sr.2437231@tourket.com,84229,3,Servicio regular
gucovi741@edubus.cal,84239,,
gralba658@tourket.com,84244,,
guocro846@viajesanma.com,84251,,
coceja218@marmol.com,84253,,
coceja218@marmol.com,84257,5,Servicio de primera
Catalinamalave590@outluc.com,84260,,
Catalinamalave590@outluc.com,84266,,
david4168988@wass.com,84273,,
Gabrielajaramillo327@viajesanma.com,84285,4,"Satisfecho, pero hay detalles por mejorar"
stamvade228@tourket.com,,,Sin duda volveré
Esperanzagastélum106@outluc.com,84306,,
Evalucero285@viajesanma.com,84310,2,No lo recomendaría
